noise_sigma,strategy,win,seed,threshold_val,total_bytes_mbit,recall,med_latency,miss_rate
0.1,MGL,3,2,0.55,8.122500000000002,0.02531645569620253,3.0,0.8095238095238095
0.1,MGL,5,2,0.55,7.4925000000000015,0.00949367088607595,0.0,0.9523809523809523
0.1,Binary,0,3,0.1,4202.9400000000005,0.9651898734177216,0.0,0.0
0.1,Smooth,2,3,0.1,3368.82,0.9746835443037974,0.0,0.0
0.1,Smooth,3,3,0.1,2792.1600000000003,0.9651898734177216,0.0,0.0
0.1,Smooth,5,3,0.1,2063.46,0.930379746835443,0.0,0.0
0.1,MGL,2,3,0.1,4202.9400000000005,0.9651898734177216,0.0,0.0
0.1,MGL,3,3,0.1,4202.9400000000005,0.9651898734177216,0.0,0.0
0.1,MGL,5,3,0.1,4202.9400000000005,0.9651898734177216,0.0,0.0
0.1,Binary,0,3,0.15000000000000002,2158.8,0.9145569620253164,0.0,0.0
0.1,Smooth,2,3,0.15000000000000002,1075.5500000000002,0.9082278481012658,0.0,0.0
0.1,Smooth,3,3,0.15000000000000002,649.8100000000001,0.819620253164557,0.0,0.0
0.1,Smooth,5,3,0.15000000000000002,330.61,0.759493670886076,0.0,0.047619047619047616
0.1,MGL,2,3,0.15000000000000002,2158.8,0.9145569620253164,0.0,0.0
0.1,MGL,3,3,0.15000000000000002,2158.8,0.9145569620253164,0.0,0.0
0.1,MGL,5,3,0.15000000000000002,2158.8,0.9145569620253164,0.0,0.0
0.1,Binary,0,3,0.2,940.1700000000001,0.819620253164557,0.0,0.0
0.1,Smooth,2,3,0.2,287.21000000000004,0.7341772151898734,0.0,0.0
0.1,Smooth,3,3,0.2,137.13000000000002,0.6550632911392406,0.0,0.047619047619047616
0.1,Smooth,5,3,0.2,62.93000000000001,0.47151898734177217,1.0,0.14285714285714285
0.1,MGL,2,3,0.2,940.1700000000001,0.819620253164557,0.0,0.0
0.1,MGL,3,3,0.2,940.1700000000001,0.819620253164557,0.0,0.0
0.1,MGL,5,3,0.2,940.1700000000001,0.819620253164557,0.0,0.0
0.1,Binary,0,3,0.25,355.18,0.6740506329113924,0.0,0.0
0.1,Smooth,2,3,0.25,73.08000000000001,0.5316455696202531,0.0,0.09523809523809523
0.1,Smooth,3,3,0.25,33.88,0.4050632911392405,1.0,0.19047619047619047
0.1,Smooth,5,3,0.25,16.8,0.2911392405063291,2.0,0.3333333333333333
0.1,MGL,2,3,0.25,597.7700000000001,0.8354430379746836,0.0,0.0
0.1,MGL,3,3,0.25,498.37,0.7658227848101266,0.0,0.0
0.1,MGL,5,3,0.25,461.06,0.7056962025316456,0.0,0.0
0.1,Binary,0,3,0.30000000000000004,118.23000000000002,0.45569620253164556,0.0,0.14285714285714285
0.1,Smooth,2,3,0.30000000000000004,18.270000000000003,0.3037974683544304,0.0,0.2857142857142857
0.1,Smooth,3,3,0.30000000000000004,9.170000000000002,0.22784810126582278,1.0,0.3333333333333333
0.1,Smooth,5,3,0.30000000000000004,4.62,0.12025316455696203,3.0,0.5714285714285714
0.1,MGL,2,3,0.30000000000000004,265.7275,0.6677215189873418,0.0,0.14285714285714285
0.1,MGL,3,3,0.30000000000000004,214.06750000000005,0.5886075949367089,0.0,0.14285714285714285
0.1,MGL,5,3,0.30000000000000004,196.07750000000004,0.5126582278481012,0.0,0.14285714285714285
0.1,Binary,0,3,0.3500000000000001,34.440000000000005,0.3037974683544304,0.0,0.3333333333333333
0.1,Smooth,2,3,0.3500000000000001,5.880000000000001,0.17088607594936708,1.0,0.38095238095238093
0.1,Smooth,3,3,0.3500000000000001,2.5900000000000003,0.09177215189873418,2.0,0.5714285714285714
0.1,Smooth,5,3,0.3500000000000001,1.2600000000000002,0.04113924050632911,3.0,0.7619047619047619
0.1,MGL,2,3,0.3500000000000001,123.54750000000001,0.5443037974683544,0.0,0.19047619047619047
0.1,MGL,3,3,0.3500000000000001,98.06750000000002,0.4525316455696203,0.0,0.2857142857142857
0.1,MGL,5,3,0.3500000000000001,87.98750000000001,0.36075949367088606,0.0,0.2857142857142857
0.1,Binary,0,3,0.4,10.430000000000001,0.16772151898734178,1.0,0.42857142857142855
0.1,Smooth,2,3,0.4,1.6800000000000002,0.060126582278481014,1.0,0.7142857142857143
0.1,Smooth,3,3,0.4,0.77,0.028481012658227847,1.0,0.8095238095238095
0.1,Smooth,5,3,0.4,0.28,0.012658227848101266,7.0,0.9047619047619048
0.1,MGL,2,3,0.4,62.60500000000001,0.34810126582278483,2.0,0.2857142857142857
0.1,MGL,3,3,0.4,50.495000000000005,0.28164556962025317,2.0,0.38095238095238093
0.1,MGL,5,3,0.4,44.965,0.1962025316455696,2.0,0.38095238095238093
0.1,Binary,0,3,0.45000000000000007,3.1500000000000004,0.07278481012658228,0.0,0.6666666666666666
0.1,Smooth,2,3,0.45000000000000007,0.42000000000000004,0.0189873417721519,1.0,0.8571428571428571
0.1,Smooth,3,3,0.45000000000000007,0.14,0.006329113924050633,2.0,0.9047619047619048
0.1,Smooth,5,3,0.45000000000000007,0.0,0.0,,1.0
0.1,MGL,2,3,0.45000000000000007,34.222500000000004,0.20569620253164558,2.0,0.3333333333333333
0.1,MGL,3,3,0.45000000000000007,27.922500000000003,0.1360759493670886,1.5,0.5238095238095238
0.1,MGL,5,3,0.45000000000000007,24.632500000000004,0.08860759493670886,0.0,0.6190476190476191
0.1,Binary,0,3,0.5000000000000001,0.9800000000000001,0.03164556962025317,0.0,0.7619047619047619
0.1,Smooth,2,3,0.5000000000000001,0.07,0.0031645569620253164,1.0,0.9523809523809523
0.1,Smooth,3,3,0.5000000000000001,0.0,0.0,,1.0
0.1,Smooth,5,3,0.5000000000000001,0.0,0.0,,1.0
0.1,MGL,2,3,0.5000000000000001,19.650000000000002,0.15822784810126583,2.0,0.42857142857142855
0.1,MGL,3,3,0.5000000000000001,15.870000000000003,0.08860759493670886,3.0,0.5714285714285714
0.1,MGL,5,3,0.5000000000000001,14.050000000000002,0.04430379746835443,0.0,0.6666666666666666
0.1,Binary,0,3,0.55,0.28,0.00949367088607595,0.0,0.9523809523809523
0.1,Smooth,2,3,0.55,0.0,0.0,,1.0
0.1,Smooth,3,3,0.55,0.0,0.0,,1.0
0.1,Smooth,5,3,0.55,0.0,0.0,,1.0
0.1,MGL,2,3,0.55,10.645000000000003,0.08860759493670886,2.0,0.5238095238095238
0.1,MGL,3,3,0.55,8.895000000000001,0.04113924050632911,3.0,0.7619047619047619
0.1,MGL,5,3,0.55,7.985000000000002,0.012658227848101266,6.0,0.9047619047619048
0.1,Binary,0,4,0.1,4208.400000000001,0.9683544303797469,0.0,0.0
0.1,Smooth,2,4,0.1,3393.11,0.9746835443037974,0.0,0.0
0.1,Smooth,3,4,0.1,2807.63,0.9620253164556962,0.0,0.0
0.1,Smooth,5,4,0.1,2063.67,0.9177215189873418,0.0,0.0
0.1,MGL,2,4,0.1,4208.400000000001,0.9683544303797469,0.0,0.0
0.1,MGL,3,4,0.1,4208.400000000001,0.9683544303797469,0.0,0.0
0.1,MGL,5,4,0.1,4208.400000000001,0.9683544303797469,0.0,0.0
0.1,Binary,0,4,0.15000000000000002,2154.25,0.9272151898734177,0.0,0.0
0.1,Smooth,2,4,0.15000000000000002,1072.68,0.9082278481012658,0.0,0.0
0.1,Smooth,3,4,0.15000000000000002,651.49,0.8291139240506329,0.0,0.0
0.1,Smooth,5,4,0.15000000000000002,337.68,0.7658227848101266,0.0,0.0
0.1,MGL,2,4,0.15000000000000002,2154.25,0.9272151898734177,0.0,0.0
0.1,MGL,3,4,0.15000000000000002,2154.25,0.9272151898734177,0.0,0.0
0.1,MGL,5,4,0.15000000000000002,2154.25,0.9272151898734177,0.0,0.0
0.1,Binary,0,4,0.2,946.0500000000001,0.8322784810126582,0.0,0.0
0.1,Smooth,2,4,0.2,287.21000000000004,0.7753164556962026,0.0,0.0
0.1,Smooth,3,4,0.2,142.17000000000002,0.6645569620253164,0.0,0.0
0.1,Smooth,5,4,0.2,68.60000000000001,0.4588607594936709,1.0,0.14285714285714285
0.1,MGL,2,4,0.2,946.0500000000001,0.8322784810126582,0.0,0.0
0.1,MGL,3,4,0.2,946.0500000000001,0.8322784810126582,0.0,0.0
0.1,MGL,5,4,0.2,946.0500000000001,0.8322784810126582,0.0,0.0
0.1,Binary,0,4,0.25,357.70000000000005,0.6708860759493671,0.0,0.0
0.1,Smooth,2,4,0.25,76.02000000000001,0.5632911392405063,0.0,0.047619047619047616
0.1,Smooth,3,4,0.25,36.050000000000004,0.4177215189873418,1.0,0.14285714285714285
0.1,Smooth,5,4,0.25,17.5,0.25949367088607594,2.0,0.19047619047619047
0.1,MGL,2,4,0.25,603.2250000000001,0.8291139240506329,0.0,0.0
0.1,MGL,3,4,0.25,505.7150000000001,0.7816455696202531,0.0,0.0
0.1,MGL,5,4,0.25,464.345,0.6962025316455697,0.0,0.0
0.1,Binary,0,4,0.30000000000000004,117.32000000000001,0.5063291139240507,0.0,0.047619047619047616
0.1,Smooth,2,4,0.30000000000000004,21.560000000000002,0.31962025316455694,1.0,0.19047619047619047
0.1,Smooth,3,4,0.30000000000000004,9.940000000000001,0.1930379746835443,2.0,0.2857142857142857
0.1,Smooth,5,4,0.30000000000000004,4.2,0.10759493670886076,3.0,0.5238095238095238
0.1,MGL,2,4,0.30000000000000004,261.88750000000005,0.6835443037974683,0.0,0.047619047619047616
0.1,MGL,3,4,0.30000000000000004,213.51750000000004,0.620253164556962,0.0,0.047619047619047616
0.1,MGL,5,4,0.30000000000000004,194.6175,0.5474683544303798,0.0,0.047619047619047616
0.1,Binary,0,4,0.3500000000000001,36.68000000000001,0.33544303797468356,0.0,0.14285714285714285
0.1,Smooth,2,4,0.3500000000000001,5.11,0.12658227848101267,1.0,0.47619047619047616
0.1,Smooth,3,4,0.3500000000000001,2.45,0.05379746835443038,2.0,0.5714285714285714
0.1,Smooth,5,4,0.3500000000000001,0.49000000000000005,0.00949367088607595,3.0,0.8571428571428571
0.1,MGL,2,4,0.3500000000000001,124.95500000000001,0.5569620253164557,0.0,0.14285714285714285
0.1,MGL,3,4,0.3500000000000001,100.03500000000003,0.4588607594936709,0.0,0.14285714285714285
0.1,MGL,5,4,0.3500000000000001,90.025,0.37341772151898733,0.0,0.14285714285714285
0.1,Binary,0,4,0.4,10.290000000000001,0.16139240506329114,0.5,0.3333333333333333
0.1,Smooth,2,4,0.4,1.54,0.04746835443037975,1.0,0.6666666666666666
0.1,Smooth,3,4,0.4,0.49000000000000005,0.015822784810126583,2.0,0.8095238095238095
0.1,Smooth,5,4,0.4,0.0,0.0,,1.0
0.1,MGL,2,4,0.4,64.29000000000002,0.3987341772151899,2.0,0.19047619047619047
0.1,MGL,3,4,0.4,50.71000000000001,0.27531645569620256,1.5,0.23809523809523808
0.1,MGL,5,4,0.4,45.46000000000001,0.20253164556962025,1.0,0.2857142857142857
0.1,Binary,0,4,0.45000000000000007,3.08,0.07911392405063292,0.0,0.6666666666666666
0.1,Smooth,2,4,0.45000000000000007,0.28,0.00949367088607595,1.0,0.9523809523809523
0.1,Smooth,3,4,0.45000000000000007,0.07,0.0031645569620253164,2.0,0.9523809523809523
0.1,Smooth,5,4,0.45000000000000007,0.0,0.0,,1.0
0.1,MGL,2,4,0.45000000000000007,34.08500000000001,0.26582278481012656,2.0,0.3333333333333333
0.1,MGL,3,4,0.45000000000000007,27.715000000000003,0.17088607594936708,2.0,0.47619047619047616
0.1,MGL,5,4,0.45000000000000007,25.125000000000004,0.10759493670886076,2.0,0.47619047619047616
0.1,Binary,0,4,0.5000000000000001,0.9100000000000001,0.022151898734177215,1.0,0.9047619047619048
0.1,Smooth,2,4,0.5000000000000001,0.0,0.0,,1.0
0.1,Smooth,3,4,0.5000000000000001,0.0,0.0,,1.0
0.1,Smooth,5,4,0.5000000000000001,0.0,0.0,,1.0
0.1,MGL,2,4,0.5000000000000001,19.882500000000004,0.18037974683544303,2.0,0.47619047619047616
0.1,MGL,3,4,0.5000000000000001,16.102500000000003,0.10126582278481013,3.0,0.7142857142857143
0.1,MGL,5,4,0.5000000000000001,14.142500000000004,0.04113924050632911,3.5,0.8095238095238095
0.1,Binary,0,4,0.55,0.21000000000000002,0.0031645569620253164,0.0,0.9523809523809523
0.1,Smooth,2,4,0.55,0.0,0.0,,1.0
0.1,Smooth,3,4,0.55,0.0,0.0,,1.0
0.1,Smooth,5,4,0.55,0.0,0.0,,1.0
0.1,MGL,2,4,0.55,11.470000000000002,0.12341772151898735,2.0,0.47619047619047616
0.1,MGL,3,4,0.55,9.090000000000002,0.056962025316455694,3.0,0.7619047619047619
0.1,MGL,5,4,0.55,7.830000000000001,0.012658227848101266,5.0,0.8571428571428571
0.1,Binary,0,5,0.1,4216.870000000001,0.9715189873417721,0.0,0.0
0.1,Smooth,2,5,0.1,3377.5000000000005,0.9683544303797469,0.0,0.0
0.1,Smooth,3,5,0.1,2794.05,0.9620253164556962,0.0,0.0
0.1,Smooth,5,5,0.1,2056.11,0.9113924050632911,0.0,0.0
0.1,MGL,2,5,0.1,4216.870000000001,0.9715189873417721,0.0,0.0
0.1,MGL,3,5,0.1,4216.870000000001,0.9715189873417721,0.0,0.0
0.1,MGL,5,5,0.1,4216.870000000001,0.9715189873417721,0.0,0.0
0.1,Binary,0,5,0.15000000000000002,2160.48,0.8987341772151899,0.0,0.0
0.1,Smooth,2,5,0.15000000000000002,1080.38,0.9272151898734177,0.0,0.0
0.1,Smooth,3,5,0.15000000000000002,646.3800000000001,0.8354430379746836,0.0,0.0
0.1,Smooth,5,5,0.15000000000000002,330.26000000000005,0.7341772151898734,0.0,0.0
0.1,MGL,2,5,0.15000000000000002,2160.48,0.8987341772151899,0.0,0.0
0.1,MGL,3,5,0.15000000000000002,2160.48,0.8987341772151899,0.0,0.0
0.1,MGL,5,5,0.15000000000000002,2160.48,0.8987341772151899,0.0,0.0
0.1,Binary,0,5,0.2,939.8900000000001,0.7848101265822784,0.0,0.0
0.1,Smooth,2,5,0.2,290.15000000000003,0.7689873417721519,0.0,0.0
0.1,Smooth,3,5,0.2,143.15,0.6645569620253164,0.0,0.0
0.1,Smooth,5,5,0.2,68.18,0.46835443037974683,1.0,0.0
0.1,MGL,2,5,0.2,939.8900000000001,0.7848101265822784,0.0,0.0
0.1,MGL,3,5,0.2,939.8900000000001,0.7848101265822784,0.0,0.0
0.1,MGL,5,5,0.2,939.8900000000001,0.7848101265822784,0.0,0.0
0.1,Binary,0,5,0.25,357.00000000000006,0.6044303797468354,0.0,0.0
0.1,Smooth,2,5,0.25,75.53,0.5632911392405063,0.0,0.0
0.1,Smooth,3,5,0.25,35.7,0.4430379746835443,1.0,0.0
0.1,Smooth,5,5,0.25,15.750000000000002,0.24050632911392406,2.5,0.14285714285714285
0.1,MGL,2,5,0.25,605.0725000000001,0.810126582278481,0.0,0.0
0.1,MGL,3,5,0.25,505.1825000000001,0.7373417721518988,0.0,0.0
0.1,MGL,5,5,0.25,464.5125000000001,0.6582278481012658,0.0,0.0
0.1,Binary,0,5,0.30000000000000004,117.60000000000001,0.439873417721519,0.0,0.0
0.1,Smooth,2,5,0.30000000000000004,19.110000000000003,0.30063291139240506,1.0,0.09523809523809523
0.1,Smooth,3,5,0.30000000000000004,8.610000000000001,0.19936708860759494,2.0,0.14285714285714285
0.1,Smooth,5,5,0.30000000000000004,3.3600000000000003,0.0759493670886076,3.0,0.6666666666666666
0.1,MGL,2,5,0.30000000000000004,269.66,0.6930379746835443,0.0,0.0
0.1,MGL,3,5,0.30000000000000004,217.58,0.5727848101265823,0.0,0.0
0.1,MGL,5,5,0.30000000000000004,196.44,0.4778481012658228,0.0,0.0
0.1,Binary,0,5,0.3500000000000001,36.330000000000005,0.2848101265822785,0.0,0.047619047619047616
0.1,Smooth,2,5,0.3500000000000001,4.62,0.11075949367088607,1.0,0.38095238095238093
0.1,Smooth,3,5,0.3500000000000001,1.54,0.05063291139240506,2.0,0.6190476190476191
0.1,Smooth,5,5,0.3500000000000001,0.14,0.0031645569620253164,4.0,0.9523809523809523
0.1,MGL,2,5,0.3500000000000001,127.28000000000003,0.5316455696202531,0.0,0.0
0.1,MGL,3,5,0.3500000000000001,101.45000000000002,0.41139240506329117,0.0,0.047619047619047616
0.1,MGL,5,5,0.3500000000000001,89.83000000000001,0.3227848101265823,0.0,0.047619047619047616
0.1,Binary,0,5,0.4,11.200000000000001,0.1518987341772152,0.5,0.3333333333333333
0.1,Smooth,2,5,0.4,0.77,0.022151898734177215,2.0,0.7619047619047619
0.1,Smooth,3,5,0.4,0.07,0.0,,1.0
0.1,Smooth,5,5,0.4,0.0,0.0,,1.0
0.1,MGL,2,5,0.4,64.17750000000001,0.3512658227848101,2.0,0.09523809523809523
0.1,MGL,3,5,0.4,51.43750000000001,0.2468354430379747,1.0,0.23809523809523808
0.1,MGL,5,5,0.4,45.697500000000005,0.18037974683544303,0.5,0.3333333333333333
0.1,Binary,0,5,0.45000000000000007,2.8000000000000003,0.056962025316455694,1.5,0.7142857142857143
0.1,Smooth,2,5,0.45000000000000007,0.14,0.006329113924050633,7.0,0.9047619047619048
0.1,Smooth,3,5,0.45000000000000007,0.0,0.0,,1.0
0.1,Smooth,5,5,0.45000000000000007,0.0,0.0,,1.0
0.1,MGL,2,5,0.45000000000000007,33.925000000000004,0.2120253164556962,2.0,0.3333333333333333
0.1,MGL,3,5,0.45000000000000007,27.625000000000007,0.1360759493670886,3.0,0.47619047619047616
0.1,MGL,5,5,0.45000000000000007,24.195000000000004,0.060126582278481014,1.5,0.7142857142857143
0.1,Binary,0,5,0.5000000000000001,0.77,0.02531645569620253,1.0,0.8095238095238095
0.1,Smooth,2,5,0.5000000000000001,0.07,0.0031645569620253164,4.0,0.9523809523809523
0.1,Smooth,3,5,0.5000000000000001,0.0,0.0,,1.0
0.1,Smooth,5,5,0.5000000000000001,0.0,0.0,,1.0
0.1,MGL,2,5,0.5000000000000001,18.532500000000002,0.12658227848101267,2.0,0.5238095238095238
0.1,MGL,3,5,0.5000000000000001,15.662500000000001,0.0759493670886076,3.0,0.6190476190476191
0.1,MGL,5,5,0.5000000000000001,13.912500000000001,0.03164556962025317,1.0,0.8095238095238095
0.1,Binary,0,5,0.55,0.28,0.012658227848101266,2.5,0.9047619047619048
0.1,Smooth,2,5,0.55,0.0,0.0,,1.0
0.1,Smooth,3,5,0.55,0.0,0.0,,1.0
0.1,Smooth,5,5,0.55,0.0,0.0,,1.0
0.1,MGL,2,5,0.55,9.815000000000001,0.056962025316455694,2.0,0.6666666666666666
0.1,MGL,3,5,0.55,8.345000000000002,0.02531645569620253,3.0,0.7619047619047619
0.1,MGL,5,5,0.55,7.785000000000002,0.012658227848101266,2.5,0.9047619047619048
0.1,Binary,0,6,0.1,4199.09,0.9588607594936709,0.0,0.0
0.1,Smooth,2,6,0.1,3387.86,0.9810126582278481,0.0,0.0
0.1,Smooth,3,6,0.1,2790.2700000000004,0.9588607594936709,0.0,0.0
0.1,Smooth,5,6,0.1,2057.09,0.9367088607594937,0.0,0.0
0.1,MGL,2,6,0.1,4199.09,0.9588607594936709,0.0,0.0
0.1,MGL,3,6,0.1,4199.09,0.9588607594936709,0.0,0.0
0.1,MGL,5,6,0.1,4199.09,0.9588607594936709,0.0,0.0
0.1,Binary,0,6,0.15000000000000002,2150.26,0.9018987341772152,0.0,0.0
0.1,Smooth,2,6,0.15000000000000002,1075.8300000000002,0.9082278481012658,0.0,0.0
0.1,Smooth,3,6,0.15000000000000002,652.1200000000001,0.8734177215189873,0.0,0.0
0.1,Smooth,5,6,0.15000000000000002,332.01000000000005,0.7436708860759493,0.0,0.047619047619047616
0.1,MGL,2,6,0.15000000000000002,2150.26,0.9018987341772152,0.0,0.0
0.1,MGL,3,6,0.15000000000000002,2150.26,0.9018987341772152,0.0,0.0
0.1,MGL,5,6,0.15000000000000002,2150.26,0.9018987341772152,0.0,0.0
0.1,Binary,0,6,0.2,941.2900000000001,0.8037974683544303,0.0,0.0
0.1,Smooth,2,6,0.2,290.99,0.759493670886076,0.0,0.0
0.1,Smooth,3,6,0.2,144.69000000000003,0.6708860759493671,0.0,0.047619047619047616
0.1,Smooth,5,6,0.2,70.0,0.46835443037974683,1.0,0.14285714285714285
0.1,MGL,2,6,0.2,941.2900000000001,0.8037974683544303,0.0,0.0
0.1,MGL,3,6,0.2,941.2900000000001,0.8037974683544303,0.0,0.0
0.1,MGL,5,6,0.2,941.2900000000001,0.8037974683544303,0.0,0.0
0.1,Binary,0,6,0.25,359.17,0.6424050632911392,0.0,0.047619047619047616
0.1,Smooth,2,6,0.25,74.62,0.5031645569620253,1.0,0.047619047619047616
0.1,Smooth,3,6,0.25,35.980000000000004,0.41455696202531644,1.0,0.19047619047619047
0.1,Smooth,5,6,0.25,16.310000000000002,0.26582278481012656,1.5,0.42857142857142855
0.1,MGL,2,6,0.25,606.1475,0.8259493670886076,0.0,0.047619047619047616
0.1,MGL,3,6,0.25,505.4175000000001,0.7721518987341772,0.0,0.047619047619047616
0.1,MGL,5,6,0.25,466.70750000000004,0.7120253164556962,0.0,0.047619047619047616
0.1,Binary,0,6,0.30000000000000004,122.92000000000002,0.4810126582278481,0.0,0.09523809523809523
0.1,Smooth,2,6,0.30000000000000004,20.51,0.29430379746835444,1.0,0.19047619047619047
0.1,Smooth,3,6,0.30000000000000004,10.290000000000001,0.2088607594936709,2.0,0.3333333333333333
0.1,Smooth,5,6,0.30000000000000004,3.43,0.08227848101265822,2.5,0.7142857142857143
0.1,MGL,2,6,0.30000000000000004,271.415,0.6962025316455697,0.0,0.047619047619047616
0.1,MGL,3,6,0.30000000000000004,220.735,0.620253164556962,0.0,0.047619047619047616
0.1,MGL,5,6,0.30000000000000004,201.41500000000002,0.5474683544303798,0.0,0.09523809523809523
0.1,Binary,0,6,0.3500000000000001,37.31,0.2911392405063291,1.0,0.2857142857142857
0.1,Smooth,2,6,0.3500000000000001,5.8100000000000005,0.14873417721518986,1.0,0.6190476190476191
0.1,Smooth,3,6,0.3500000000000001,1.9600000000000002,0.056962025316455694,2.0,0.7619047619047619
0.1,Smooth,5,6,0.3500000000000001,0.6300000000000001,0.02531645569620253,9.0,0.9047619047619048
0.1,MGL,2,6,0.3500000000000001,126.32750000000001,0.5474683544303798,1.0,0.19047619047619047
0.1,MGL,3,6,0.3500000000000001,101.89750000000001,0.4525316455696203,1.0,0.19047619047619047
0.1,MGL,5,6,0.3500000000000001,90.97750000000002,0.3575949367088608,1.0,0.2857142857142857
0.1,Binary,0,6,0.4,10.430000000000001,0.17721518987341772,0.0,0.5714285714285714
0.1,Smooth,2,6,0.4,1.7500000000000002,0.06645569620253164,1.0,0.8095238095238095
0.1,Smooth,3,6,0.4,0.21000000000000002,0.006329113924050633,1.0,0.9523809523809523
0.1,Smooth,5,6,0.4,0.07,0.0031645569620253164,,1.0
0.1,MGL,2,6,0.4,62.01500000000001,0.38924050632911394,2.0,0.23809523809523808
0.1,MGL,3,6,0.4,50.25500000000001,0.28164556962025317,1.0,0.38095238095238093
0.1,MGL,5,6,0.4,45.215,0.2088607594936709,0.5,0.5238095238095238
0.1,Binary,0,6,0.45000000000000007,2.9400000000000004,0.07911392405063292,1.0,0.6666666666666666
0.1,Smooth,2,6,0.45000000000000007,0.28,0.012658227848101266,1.0,0.9047619047619048
0.1,Smooth,3,6,0.45000000000000007,0.0,0.0,,1.0
0.1,Smooth,5,6,0.45000000000000007,0.0,0.0,,1.0
0.1,MGL,2,6,0.45000000000000007,32.61500000000001,0.22151898734177214,2.0,0.23809523809523808
0.1,MGL,3,6,0.45000000000000007,26.805000000000007,0.12974683544303797,3.0,0.5238095238095238
0.1,MGL,5,6,0.45000000000000007,24.495000000000005,0.08227848101265822,1.0,0.6666666666666666
0.1,Binary,0,6,0.5000000000000001,0.8400000000000001,0.0379746835443038,0.5,0.8095238095238095
0.1,Smooth,2,6,0.5000000000000001,0.07,0.0031645569620253164,,1.0
0.1,Smooth,3,6,0.5000000000000001,0.0,0.0,,1.0
0.1,Smooth,5,6,0.5000000000000001,0.0,0.0,,1.0
0.1,MGL,2,6,0.5000000000000001,18.327500000000004,0.14240506329113925,2.0,0.5238095238095238
0.1,MGL,3,6,0.5000000000000001,15.037500000000003,0.06962025316455696,2.0,0.7142857142857143
0.1,MGL,5,6,0.5000000000000001,13.847500000000004,0.04113924050632911,0.5,0.8095238095238095
0.1,Binary,0,6,0.55,0.28,0.012658227848101266,1.5,0.9047619047619048
0.1,Smooth,2,6,0.55,0.0,0.0,,1.0
0.1,Smooth,3,6,0.55,0.0,0.0,,1.0
0.1,Smooth,5,6,0.55,0.0,0.0,,1.0
0.1,MGL,2,6,0.55,10.517500000000002,0.0759493670886076,2.0,0.7142857142857143
0.1,MGL,3,6,0.55,8.4875,0.02531645569620253,3.0,0.8571428571428571
0.1,MGL,5,6,0.55,7.787500000000001,0.012658227848101266,1.5,0.9047619047619048
0.1,Binary,0,7,0.1,4205.81,0.9746835443037974,0.0,0.0
0.1,Smooth,2,7,0.1,3368.6800000000003,0.9841772151898734,0.0,0.0
0.1,Smooth,3,7,0.1,2761.8500000000004,0.9715189873417721,0.0,0.0
0.1,Smooth,5,7,0.1,2021.6000000000001,0.9493670886075949,0.0,0.0
0.1,MGL,2,7,0.1,4205.81,0.9746835443037974,0.0,0.0
0.1,MGL,3,7,0.1,4205.81,0.9746835443037974,0.0,0.0
0.1,MGL,5,7,0.1,4205.81,0.9746835443037974,0.0,0.0
0.1,Binary,0,7,0.15000000000000002,2138.15,0.9113924050632911,0.0,0.0
0.1,Smooth,2,7,0.15000000000000002,1058.68,0.9177215189873418,0.0,0.0
0.1,Smooth,3,7,0.15000000000000002,642.74,0.870253164556962,0.0,0.0
0.1,Smooth,5,7,0.15000000000000002,322.91,0.7531645569620253,0.0,0.0
0.1,MGL,2,7,0.15000000000000002,2138.15,0.9113924050632911,0.0,0.0
0.1,MGL,3,7,0.15000000000000002,2138.15,0.9113924050632911,0.0,0.0
0.1,MGL,5,7,0.15000000000000002,2138.15,0.9113924050632911,0.0,0.0
0.1,Binary,0,7,0.2,934.57,0.8322784810126582,0.0,0.0
0.1,Smooth,2,7,0.2,283.71000000000004,0.7848101265822784,0.0,0.0
0.1,Smooth,3,7,0.2,137.20000000000002,0.6993670886075949,0.0,0.0
0.1,Smooth,5,7,0.2,69.16000000000001,0.5253164556962026,1.0,0.0
0.1,MGL,2,7,0.2,934.57,0.8322784810126582,0.0,0.0
0.1,MGL,3,7,0.2,934.57,0.8322784810126582,0.0,0.0
0.1,MGL,5,7,0.2,934.57,0.8322784810126582,0.0,0.0
0.1,Binary,0,7,0.25,349.58000000000004,0.6867088607594937,0.0,0.0
0.1,Smooth,2,7,0.25,73.57000000000001,0.5886075949367089,0.0,0.0
0.1,Smooth,3,7,0.25,36.68000000000001,0.4588607594936709,1.0,0.0
0.1,Smooth,5,7,0.25,17.220000000000002,0.27848101265822783,2.0,0.23809523809523808
0.1,MGL,2,7,0.25,593.8675000000001,0.8544303797468354,0.0,0.0
0.1,MGL,3,7,0.25,497.26750000000004,0.7974683544303798,0.0,0.0
0.1,MGL,5,7,0.25,459.3275000000001,0.7278481012658228,0.0,0.0
0.1,Binary,0,7,0.30000000000000004,115.71000000000001,0.5,0.0,0.047619047619047616
0.1,Smooth,2,7,0.30000000000000004,20.790000000000003,0.3575949367088608,1.0,0.047619047619047616
0.1,Smooth,3,7,0.30000000000000004,9.520000000000001,0.20253164556962025,1.0,0.14285714285714285
0.1,Smooth,5,7,0.30000000000000004,3.99,0.10443037974683544,2.0,0.6666666666666666
0.1,MGL,2,7,0.30000000000000004,261.58000000000004,0.7246835443037974,0.0,0.0
0.1,MGL,3,7,0.30000000000000004,214.47000000000003,0.6455696202531646,0.0,0.047619047619047616
