dd_tau,noise_sigma,strategy,seed,threshold_val,total_bytes_mbit,recall
0.20,0.15,MGL,0,0.5000000000000001,85.13750000000002,0.189873417721519
0.20,0.15,Binary,0,0.55,8.190000000000001,0.05063291139240506
0.20,0.15,MGL,0,0.55,50.102500000000006,0.11392405063291139
0.20,0.15,Binary,1,0.1,5393.990000000001,0.9177215189873418
0.20,0.15,MGL,1,0.1,5393.990000000001,0.9177215189873418
0.20,0.15,Binary,1,0.15000000000000002,3617.7400000000002,0.8354430379746836
0.20,0.15,MGL,1,0.15000000000000002,3617.7400000000002,0.8354430379746836
0.20,0.15,Binary,1,0.2,2234.61,0.7436708860759493
0.20,0.15,MGL,1,0.2,2695.695,0.8544303797468354
0.20,0.15,Binary,1,0.25,1278.7600000000002,0.6075949367088608
0.20,0.15,MGL,1,0.25,1642.6825000000003,0.7784810126582279
0.20,0.15,Binary,1,0.30000000000000004,676.83,0.4778481012658228
0.20,0.15,MGL,1,0.30000000000000004,946.9925000000001,0.6708860759493671
0.20,0.15,Binary,1,0.3500000000000001,323.12,0.3291139240506329
0.20,0.15,MGL,1,0.3500000000000001,514.65,0.5727848101265823
0.20,0.15,Binary,1,0.4,141.05,0.24367088607594936
0.20,0.15,MGL,1,0.4,271.96000000000004,0.4430379746835443
0.20,0.15,Binary,1,0.45000000000000007,60.06,0.15822784810126583
0.20,0.15,MGL,1,0.45000000000000007,148.53500000000003,0.3037974683544304
0.20,0.15,Binary,1,0.5000000000000001,23.520000000000003,0.07911392405063292
0.20,0.15,MGL,1,0.5000000000000001,83.33000000000001,0.16772151898734178
0.20,0.15,Binary,1,0.55,8.4,0.04113924050632911
0.20,0.15,MGL,1,0.55,49.46500000000001,0.11075949367088607
0.20,0.15,Binary,2,0.1,5407.92,0.9082278481012658
0.20,0.15,MGL,2,0.1,5407.92,0.9082278481012658
0.20,0.15,Binary,2,0.15000000000000002,3626.9100000000003,0.8259493670886076
0.20,0.15,MGL,2,0.15000000000000002,3626.9100000000003,0.8259493670886076
0.20,0.15,Binary,2,0.2,2256.6600000000003,0.6930379746835443
0.20,0.15,MGL,2,0.2,2714.4450000000006,0.8291139240506329
0.20,0.15,Binary,2,0.25,1277.0800000000002,0.5537974683544303
0.20,0.15,MGL,2,0.25,1647.9550000000002,0.740506329113924
0.20,0.15,Binary,2,0.30000000000000004,676.34,0.43670886075949367
0.20,0.15,MGL,2,0.30000000000000004,947.8975,0.629746835443038
0.20,0.15,Binary,2,0.3500000000000001,328.09000000000003,0.33544303797468356
0.20,0.15,MGL,2,0.3500000000000001,518.6025000000001,0.5063291139240507
0.20,0.15,Binary,2,0.4,143.5,0.21835443037974683
0.20,0.15,MGL,2,0.4,274.69,0.3259493670886076
0.20,0.15,Binary,2,0.45000000000000007,59.080000000000005,0.12658227848101267
0.20,0.15,MGL,2,0.45000000000000007,147.78000000000003,0.21518987341772153
0.20,0.15,Binary,2,0.5000000000000001,22.26,0.08544303797468354
0.20,0.15,MGL,2,0.5000000000000001,82.61500000000001,0.14240506329113925
0.20,0.15,Binary,2,0.55,8.190000000000001,0.04430379746835443
0.20,0.15,MGL,2,0.55,49.21000000000001,0.0759493670886076
0.20,0.15,Binary,3,0.1,5410.93,0.9113924050632911
0.20,0.15,MGL,3,0.1,5410.93,0.9113924050632911
0.20,0.15,Binary,3,0.15000000000000002,3643.4300000000003,0.8354430379746836
0.20,0.15,MGL,3,0.15000000000000002,3643.4300000000003,0.8354430379746836
0.20,0.15,Binary,3,0.2,2274.23,0.7246835443037974
0.20,0.15,MGL,3,0.2,2730.8650000000002,0.8291139240506329
0.20,0.15,Binary,3,0.25,1296.8200000000002,0.6265822784810127
0.20,0.15,MGL,3,0.25,1665.6325000000002,0.7563291139240507
0.20,0.15,Binary,3,0.30000000000000004,680.2600000000001,0.4525316455696203
0.20,0.15,MGL,3,0.30000000000000004,952.3375000000001,0.6107594936708861
0.20,0.15,Binary,3,0.3500000000000001,327.6,0.3639240506329114
0.20,0.15,MGL,3,0.3500000000000001,522.2900000000001,0.5063291139240507
0.20,0.15,Binary,3,0.4,148.61,0.25949367088607594
0.20,0.15,MGL,3,0.4,282.27500000000003,0.35443037974683544
0.20,0.15,Binary,3,0.45000000000000007,60.690000000000005,0.1550632911392405
0.20,0.15,MGL,3,0.45000000000000007,151.75,0.26582278481012656
0.20,0.15,Binary,3,0.5000000000000001,21.560000000000002,0.07911392405063292
0.20,0.15,MGL,3,0.5000000000000001,84.465,0.18037974683544303
0.20,0.15,Binary,3,0.55,7.840000000000001,0.056962025316455694
0.20,0.15,MGL,3,0.55,51.31750000000001,0.13291139240506328
0.20,0.15,Binary,4,0.1,5430.740000000001,0.9145569620253164
0.20,0.15,MGL,4,0.1,5430.740000000001,0.9145569620253164
0.20,0.15,Binary,4,0.15000000000000002,3651.55,0.8512658227848101
0.20,0.15,MGL,4,0.15000000000000002,3651.55,0.8512658227848101
0.20,0.15,Binary,4,0.2,2272.55,0.740506329113924
0.20,0.15,MGL,4,0.2,2748.6425000000004,0.8354430379746836
0.20,0.15,Binary,4,0.25,1298.0100000000002,0.6329113924050633
0.20,0.15,MGL,4,0.25,1677.6750000000002,0.7563291139240507
0.20,0.15,Binary,4,0.30000000000000004,680.8900000000001,0.4936708860759494
0.20,0.15,MGL,4,0.30000000000000004,963.6650000000002,0.6550632911392406
0.20,0.15,Binary,4,0.3500000000000001,331.38000000000005,0.39556962025316456
0.20,0.15,MGL,4,0.3500000000000001,524.2125000000001,0.5443037974683544
0.20,0.15,Binary,4,0.4,145.11,0.27848101265822783
0.20,0.15,MGL,4,0.4,277.93000000000006,0.4240506329113924
0.20,0.15,Binary,4,0.45000000000000007,59.92000000000001,0.16772151898734178
0.20,0.15,MGL,4,0.45000000000000007,150.46750000000003,0.3259493670886076
0.20,0.15,Binary,4,0.5000000000000001,22.680000000000003,0.0949367088607595
0.20,0.15,MGL,4,0.5000000000000001,84.95750000000001,0.23417721518987342
0.20,0.15,Binary,4,0.55,7.210000000000001,0.04113924050632911
0.20,0.15,MGL,4,0.55,50.44500000000001,0.17088607594936708
0.20,0.15,Binary,5,0.1,5446.14,0.8639240506329114
0.20,0.15,MGL,5,0.1,5446.14,0.8639240506329114
0.20,0.15,Binary,5,0.15000000000000002,3650.9900000000002,0.8006329113924051
0.20,0.15,MGL,5,0.15000000000000002,3650.9900000000002,0.8006329113924051
0.20,0.15,Binary,5,0.2,2278.01,0.680379746835443
0.20,0.15,MGL,5,0.2,2750.3275000000003,0.7784810126582279
0.20,0.15,Binary,5,0.25,1306.5500000000002,0.5632911392405063
0.20,0.15,MGL,5,0.25,1681.2500000000002,0.6962025316455697
0.20,0.15,Binary,5,0.30000000000000004,680.4000000000001,0.43670886075949367
0.20,0.15,MGL,5,0.30000000000000004,958.4125000000001,0.6044303797468354
0.20,0.15,Binary,5,0.3500000000000001,331.38000000000005,0.31645569620253167
0.20,0.15,MGL,5,0.3500000000000001,527.595,0.49683544303797467
0.20,0.15,Binary,5,0.4,149.10000000000002,0.24367088607594936
0.20,0.15,MGL,5,0.4,283.2325000000001,0.3860759493670886
0.20,0.15,Binary,5,0.45000000000000007,59.78000000000001,0.14873417721518986
0.20,0.15,MGL,5,0.45000000000000007,151.40750000000003,0.2721518987341772
0.20,0.15,Binary,5,0.5000000000000001,23.17,0.07278481012658228
0.20,0.15,MGL,5,0.5000000000000001,84.33500000000001,0.14240506329113925
0.20,0.15,Binary,5,0.55,8.47,0.02531645569620253
0.20,0.15,MGL,5,0.55,50.142500000000005,0.06645569620253164
0.20,0.15,Binary,6,0.1,5415.6900000000005,0.8892405063291139
0.20,0.15,MGL,6,0.1,5415.6900000000005,0.8892405063291139
0.20,0.15,Binary,6,0.15000000000000002,3648.4700000000003,0.8259493670886076
0.20,0.15,MGL,6,0.15000000000000002,3648.4700000000003,0.8259493670886076
0.20,0.15,Binary,6,0.2,2257.57,0.7278481012658228
0.20,0.15,MGL,6,0.2,2725.19,0.8322784810126582
0.20,0.15,Binary,6,0.25,1292.7600000000002,0.5822784810126582
0.20,0.15,MGL,6,0.25,1675.6250000000005,0.7341772151898734
0.20,0.15,Binary,6,0.30000000000000004,686.2800000000001,0.5
0.20,0.15,MGL,6,0.30000000000000004,968.5425000000001,0.6455696202531646
0.20,0.15,Binary,6,0.3500000000000001,335.51000000000005,0.379746835443038
0.20,0.15,MGL,6,0.3500000000000001,530.8850000000001,0.5221518987341772
0.20,0.15,Binary,6,0.4,152.60000000000002,0.24367088607594936
0.20,0.15,MGL,6,0.4,285.1775,0.37341772151898733
0.20,0.15,Binary,6,0.45000000000000007,64.75,0.17405063291139242
0.20,0.15,MGL,6,0.45000000000000007,152.22750000000002,0.2689873417721519
0.20,0.15,Binary,6,0.5000000000000001,24.78,0.11392405063291139
0.20,0.15,MGL,6,0.5000000000000001,83.78500000000001,0.1962025316455696
0.20,0.15,Binary,6,0.55,7.910000000000001,0.06329113924050633
0.20,0.15,MGL,6,0.55,47.92250000000001,0.10759493670886076
0.20,0.15,Binary,7,0.1,5409.250000000001,0.9018987341772152
0.20,0.15,MGL,7,0.1,5409.250000000001,0.9018987341772152
0.20,0.15,Binary,7,0.15000000000000002,3642.6600000000003,0.8417721518987342
0.20,0.15,MGL,7,0.15000000000000002,3642.6600000000003,0.8417721518987342
0.20,0.15,Binary,7,0.2,2260.65,0.7689873417721519
0.20,0.15,MGL,7,0.2,2721.63,0.8575949367088608
0.20,0.15,Binary,7,0.25,1287.7900000000002,0.6424050632911392
0.20,0.15,MGL,7,0.25,1656.5800000000004,0.7784810126582279
0.20,0.15,Binary,7,0.30000000000000004,678.6500000000001,0.5189873417721519
0.20,0.15,MGL,7,0.30000000000000004,947.3975,0.6708860759493671
0.20,0.15,Binary,7,0.3500000000000001,325.01000000000005,0.3829113924050633
0.20,0.15,MGL,7,0.3500000000000001,515.3850000000001,0.5443037974683544
0.20,0.15,Binary,7,0.4,144.48000000000002,0.25316455696202533
0.20,0.15,MGL,7,0.4,277.6675,0.40822784810126583
0.20,0.15,Binary,7,0.45000000000000007,60.690000000000005,0.17405063291139242
0.20,0.15,MGL,7,0.45000000000000007,150.5175,0.27848101265822783
0.20,0.15,Binary,7,0.5000000000000001,23.94,0.0949367088607595
0.20,0.15,MGL,7,0.5000000000000001,84.47750000000002,0.16772151898734178
0.20,0.15,Binary,7,0.55,9.100000000000001,0.05063291139240506
0.20,0.15,MGL,7,0.55,50.4825,0.11075949367088607
0.20,0.15,Binary,8,0.1,5433.120000000001,0.8575949367088608
0.20,0.15,MGL,8,0.1,5433.120000000001,0.8575949367088608
0.20,0.15,Binary,8,0.15000000000000002,3639.3,0.7943037974683544
0.20,0.15,MGL,8,0.15000000000000002,3639.3,0.7943037974683544
0.20,0.15,Binary,8,0.2,2255.5400000000004,0.6867088607594937
0.20,0.15,MGL,8,0.2,2733.8650000000007,0.7848101265822784
0.20,0.15,Binary,8,0.25,1292.2700000000002,0.5854430379746836
0.20,0.15,MGL,8,0.25,1667.5500000000004,0.7120253164556962
0.20,0.15,Binary,8,0.30000000000000004,684.32,0.4873417721518987
0.20,0.15,MGL,8,0.30000000000000004,959.3950000000002,0.6424050632911392
0.20,0.15,Binary,8,0.3500000000000001,333.27000000000004,0.34177215189873417
0.20,0.15,MGL,8,0.3500000000000001,521.4200000000001,0.5063291139240507
0.20,0.15,Binary,8,0.4,148.26000000000002,0.21835443037974683
0.20,0.15,MGL,8,0.4,274.13000000000005,0.36075949367088606
0.20,0.15,Binary,8,0.45000000000000007,61.32000000000001,0.11708860759493671
0.20,0.15,MGL,8,0.45000000000000007,149.43750000000003,0.25316455696202533
0.20,0.15,Binary,8,0.5000000000000001,23.520000000000003,0.08227848101265822
0.20,0.15,MGL,8,0.5000000000000001,83.7425,0.17405063291139242
0.20,0.15,Binary,8,0.55,8.4,0.03481012658227848
0.20,0.15,MGL,8,0.55,50.227500000000006,0.10443037974683544
0.20,0.15,Binary,9,0.1,5444.6,0.8829113924050633
0.20,0.15,MGL,9,0.1,5444.6,0.8829113924050633
0.20,0.15,Binary,9,0.15000000000000002,3661.7700000000004,0.8164556962025317
0.20,0.15,MGL,9,0.15000000000000002,3661.7700000000004,0.8164556962025317
0.20,0.15,Binary,9,0.2,2272.2000000000003,0.7341772151898734
0.20,0.15,MGL,9,0.2,2739.0700000000006,0.810126582278481
0.20,0.15,Binary,9,0.25,1297.5900000000001,0.6455696202531646
0.20,0.15,MGL,9,0.25,1677.3625000000002,0.7373417721518988
0.20,0.15,Binary,9,0.30000000000000004,690.1300000000001,0.47468354430379744
0.20,0.15,MGL,9,0.30000000000000004,966.1500000000001,0.620253164556962
0.20,0.15,Binary,9,0.3500000000000001,332.29,0.3512658227848101
0.20,0.15,MGL,9,0.3500000000000001,526.7550000000001,0.5126582278481012
0.20,0.15,Binary,9,0.4,151.9,0.22784810126582278
0.20,0.15,MGL,9,0.4,285.02500000000003,0.3860759493670886
0.20,0.15,Binary,9,0.45000000000000007,62.02,0.14556962025316456
0.20,0.15,MGL,9,0.45000000000000007,152.73000000000002,0.28164556962025317
0.20,0.15,Binary,9,0.5000000000000001,23.240000000000002,0.08544303797468354
0.20,0.15,MGL,9,0.5000000000000001,83.94250000000002,0.21518987341772153
0.20,0.15,Binary,9,0.55,7.490000000000001,0.04113924050632911
0.20,0.15,MGL,9,0.55,49.087500000000006,0.12974683544303797
0.20,0.2,Binary,0,0.1,6131.02,0.8259493670886076
0.20,0.2,MGL,0,0.1,6131.02,0.8259493670886076
0.20,0.2,Binary,0,0.15000000000000002,4655.42,0.7436708860759493
0.20,0.2,MGL,0,0.15000000000000002,4655.42,0.7436708860759493
0.20,0.2,Binary,0,0.2,3375.7500000000005,0.6582278481012658
0.20,0.2,MGL,0,0.2,3859.2225000000008,0.740506329113924
0.20,0.2,Binary,0,0.25,2344.3,0.5727848101265823
0.20,0.2,MGL,0,0.25,2776.8375000000005,0.6708860759493671
0.20,0.2,Binary,0,0.30000000000000004,1545.88,0.4525316455696203
0.20,0.2,MGL,0,0.30000000000000004,1918.3150000000003,0.5886075949367089
0.20,0.2,Binary,0,0.3500000000000001,970.3400000000001,0.36075949367088606
0.20,0.2,MGL,0,0.3500000000000001,1267.2200000000003,0.4651898734177215
0.20,0.2,Binary,0,0.4,581.5600000000001,0.26582278481012656
0.20,0.2,MGL,0,0.4,807.7725,0.3670886075949367
0.20,0.2,Binary,0,0.45000000000000007,332.99,0.189873417721519
0.20,0.2,MGL,0,0.45000000000000007,504.11750000000006,0.2689873417721519
0.20,0.2,Binary,0,0.5000000000000001,178.43,0.1518987341772152
0.20,0.2,MGL,0,0.5000000000000001,305.9725,0.22151898734177214
0.20,0.2,Binary,0,0.55,92.12,0.10759493670886076
0.20,0.2,MGL,0,0.55,187.15750000000003,0.16455696202531644
0.20,0.2,Binary,1,0.1,6093.64,0.8417721518987342
0.20,0.2,MGL,1,0.1,6093.64,0.8417721518987342
0.20,0.2,Binary,1,0.15000000000000002,4621.540000000001,0.7816455696202531
0.20,0.2,MGL,1,0.15000000000000002,4621.540000000001,0.7816455696202531
0.20,0.2,Binary,1,0.2,3349.57,0.689873417721519
0.20,0.2,MGL,1,0.2,3815.4925000000003,0.7848101265822784
0.20,0.2,Binary,1,0.25,2310.0,0.5854430379746836
0.20,0.2,MGL,1,0.25,2735.3575,0.7310126582278481
0.20,0.2,Binary,1,0.30000000000000004,1524.2500000000002,0.4810126582278481
0.20,0.2,MGL,1,0.30000000000000004,1886.5875000000003,0.6455696202531646
0.20,0.2,Binary,1,0.3500000000000001,960.4000000000001,0.37341772151898733
0.20,0.2,MGL,1,0.3500000000000001,1250.2875000000001,0.5474683544303798
0.20,0.2,Binary,1,0.4,574.84,0.29430379746835444
0.20,0.2,MGL,1,0.4,801.1975,0.4430379746835443
0.20,0.2,Binary,1,0.45000000000000007,324.45000000000005,0.22468354430379747
0.20,0.2,MGL,1,0.45000000000000007,492.38750000000005,0.3291139240506329
0.20,0.2,Binary,1,0.5000000000000001,173.39000000000001,0.16772151898734178
0.20,0.2,MGL,1,0.5000000000000001,298.3475,0.2563291139240506
0.20,0.2,Binary,1,0.55,87.36000000000001,0.10759493670886076
0.20,0.2,MGL,1,0.55,180.97500000000002,0.17088607594936708
0.20,0.2,Binary,2,0.1,6108.830000000001,0.8322784810126582
0.20,0.2,MGL,2,0.1,6108.830000000001,0.8322784810126582
0.20,0.2,Binary,2,0.15000000000000002,4632.6,0.7341772151898734
0.20,0.2,MGL,2,0.15000000000000002,4632.6,0.7341772151898734
0.20,0.2,Binary,2,0.2,3354.1200000000003,0.6582278481012658
0.20,0.2,MGL,2,0.2,3824.9025000000006,0.7721518987341772
0.20,0.2,Binary,2,0.25,2329.8100000000004,0.5316455696202531
0.20,0.2,MGL,2,0.25,2748.6600000000003,0.6708860759493671
0.20,0.2,Binary,2,0.30000000000000004,1524.7400000000002,0.45569620253164556
0.20,0.2,MGL,2,0.30000000000000004,1885.0750000000005,0.5822784810126582
0.20,0.2,Binary,2,0.3500000000000001,961.6600000000001,0.3575949367088608
0.20,0.2,MGL,2,0.3500000000000001,1252.1225000000002,0.44936708860759494
0.20,0.2,Binary,2,0.4,576.73,0.26582278481012656
0.20,0.2,MGL,2,0.4,800.4525,0.3449367088607595
0.20,0.2,Binary,2,0.45000000000000007,327.74,0.20253164556962025
0.20,0.2,MGL,2,0.45000000000000007,498.56000000000006,0.2721518987341772
0.20,0.2,Binary,2,0.5000000000000001,168.91000000000003,0.12974683544303797
0.20,0.2,MGL,2,0.5000000000000001,296.485,0.18037974683544303
0.20,0.2,Binary,2,0.55,90.37,0.10443037974683544
0.20,0.2,MGL,2,0.55,183.38750000000005,0.13291139240506328
0.20,0.2,Binary,3,0.1,6114.290000000001,0.8417721518987342
0.20,0.2,MGL,3,0.1,6114.290000000001,0.8417721518987342
0.20,0.2,Binary,3,0.15000000000000002,4632.950000000001,0.7689873417721519
0.20,0.2,MGL,3,0.15000000000000002,4632.950000000001,0.7689873417721519
0.20,0.2,Binary,3,0.2,3383.8,0.6835443037974683
0.20,0.2,MGL,3,0.2,3851.1975,0.759493670886076
0.20,0.2,Binary,3,0.25,2344.09,0.5981012658227848
0.20,0.2,MGL,3,0.25,2765.5125,0.6993670886075949
0.20,0.2,Binary,3,0.30000000000000004,1546.2300000000002,0.46835443037974683
0.20,0.2,MGL,3,0.30000000000000004,1902.8700000000003,0.569620253164557
0.20,0.2,Binary,3,0.3500000000000001,972.8600000000001,0.3860759493670886
0.20,0.2,MGL,3,0.3500000000000001,1262.5575000000001,0.48417721518987344
0.20,0.2,Binary,3,0.4,580.44,0.310126582278481
0.20,0.2,MGL,3,0.4,809.9200000000001,0.379746835443038
0.20,0.2,Binary,3,0.45000000000000007,327.46000000000004,0.24050632911392406
0.20,0.2,MGL,3,0.45000000000000007,504.36250000000007,0.310126582278481
0.20,0.2,Binary,3,0.5000000000000001,177.52,0.16455696202531644
0.20,0.2,MGL,3,0.5000000000000001,309.4275,0.24367088607594936
0.20,0.2,Binary,3,0.55,90.86000000000001,0.09177215189873418
0.20,0.2,MGL,3,0.55,188.74500000000003,0.1518987341772152
0.20,0.2,Binary,4,0.1,6129.410000000001,0.8639240506329114
0.20,0.2,MGL,4,0.1,6129.410000000001,0.8639240506329114
0.20,0.2,Binary,4,0.15000000000000002,4654.72,0.7784810126582279
0.20,0.2,MGL,4,0.15000000000000002,4654.72,0.7784810126582279
0.20,0.2,Binary,4,0.2,3375.7500000000005,0.689873417721519
0.20,0.2,MGL,4,0.2,3855.8750000000005,0.7784810126582279
0.20,0.2,Binary,4,0.25,2349.0600000000004,0.6075949367088608
0.20,0.2,MGL,4,0.25,2787.8300000000004,0.7056962025316456
0.20,0.2,Binary,4,0.30000000000000004,1553.7200000000003,0.5031645569620253
0.20,0.2,MGL,4,0.30000000000000004,1928.1600000000003,0.6170886075949367
0.20,0.2,Binary,4,0.3500000000000001,975.5900000000001,0.41139240506329117
0.20,0.2,MGL,4,0.3500000000000001,1276.025,0.5221518987341772
0.20,0.2,Binary,4,0.4,578.9000000000001,0.3512658227848101
0.20,0.2,MGL,4,0.4,809.6175000000002,0.4620253164556962
0.20,0.2,Binary,4,0.45000000000000007,330.54,0.2563291139240506
0.20,0.2,MGL,4,0.45000000000000007,502.51000000000005,0.3639240506329114
0.20,0.2,Binary,4,0.5000000000000001,175.63000000000002,0.17405063291139242
0.20,0.2,MGL,4,0.5000000000000001,306.80250000000007,0.2974683544303797
0.20,0.2,Binary,4,0.55,91.98,0.12658227848101267
0.20,0.2,MGL,4,0.55,190.09500000000003,0.23417721518987342
0.20,0.2,Binary,5,0.1,6124.860000000001,0.8069620253164557
0.20,0.2,MGL,5,0.1,6124.860000000001,0.8069620253164557
0.20,0.2,Binary,5,0.15000000000000002,4656.75,0.7341772151898734
0.20,0.2,MGL,5,0.15000000000000002,4656.75,0.7341772151898734
0.20,0.2,Binary,5,0.2,3382.1200000000003,0.629746835443038
0.20,0.2,MGL,5,0.2,3859.195,0.7120253164556962
0.20,0.2,Binary,5,0.25,2350.32,0.5316455696202531
0.20,0.2,MGL,5,0.25,2788.5975000000003,0.6613924050632911
0.20,0.2,Binary,5,0.30000000000000004,1557.43,0.4525316455696203
0.20,0.2,MGL,5,0.30000000000000004,1926.91,0.5727848101265823
0.20,0.2,Binary,5,0.3500000000000001,980.0000000000001,0.34810126582278483
0.20,0.2,MGL,5,0.3500000000000001,1277.415,0.49050632911392406
0.20,0.2,Binary,5,0.4,576.1700000000001,0.2848101265822785
0.20,0.2,MGL,5,0.4,806.2325000000001,0.3924050632911392
0.20,0.2,Binary,5,0.45000000000000007,328.44000000000005,0.20253164556962025
0.20,0.2,MGL,5,0.45000000000000007,501.3200000000001,0.2848101265822785
0.20,0.2,Binary,5,0.5000000000000001,178.85000000000002,0.14556962025316456
0.20,0.2,MGL,5,0.5000000000000001,307.9225,0.2088607594936709
0.20,0.2,Binary,5,0.55,92.33000000000001,0.08227848101265822
0.20,0.2,MGL,5,0.55,188.20500000000004,0.1360759493670886
0.20,0.2,Binary,6,0.1,6101.410000000001,0.8354430379746836
0.20,0.2,MGL,6,0.1,6101.410000000001,0.8354430379746836
0.20,0.2,Binary,6,0.15000000000000002,4646.46,0.7658227848101266
0.20,0.2,MGL,6,0.15000000000000002,4646.46,0.7658227848101266
0.20,0.2,Binary,6,0.2,3380.9300000000003,0.6772151898734177
0.20,0.2,MGL,6,0.2,3849.23,0.7816455696202531
0.20,0.2,Binary,6,0.25,2335.0600000000004,0.5727848101265823
0.20,0.2,MGL,6,0.25,2768.7375000000006,0.6613924050632911
0.20,0.2,Binary,6,0.30000000000000004,1539.0200000000002,0.4936708860759494
0.20,0.2,MGL,6,0.30000000000000004,1915.7900000000002,0.5981012658227848
0.20,0.2,Binary,6,0.3500000000000001,973.9800000000001,0.40822784810126583
0.20,0.2,MGL,6,0.3500000000000001,1274.5650000000003,0.509493670886076
0.20,0.2,Binary,6,0.4,582.0500000000001,0.29430379746835444
0.20,0.2,MGL,6,0.4,817.1100000000001,0.3829113924050633
0.20,0.2,Binary,6,0.45000000000000007,334.95000000000005,0.2310126582278481
0.20,0.2,MGL,6,0.45000000000000007,507.6300000000001,0.29430379746835444
0.20,0.2,Binary,6,0.5000000000000001,182.42000000000002,0.16772151898734178
0.20,0.2,MGL,6,0.5000000000000001,309.56,0.23417721518987342
0.20,0.2,Binary,6,0.55,96.53000000000002,0.12341772151898735
0.20,0.2,MGL,6,0.55,190.49500000000003,0.18354430379746836
0.20,0.2,Binary,7,0.1,6101.830000000001,0.8481012658227848
0.20,0.2,MGL,7,0.1,6101.830000000001,0.8481012658227848
0.20,0.2,Binary,7,0.15000000000000002,4638.55,0.7974683544303798
0.20,0.2,MGL,7,0.15000000000000002,4638.55,0.7974683544303798
0.20,0.2,Binary,7,0.2,3366.7200000000003,0.6962025316455697
0.20,0.2,MGL,7,0.2,3833.4425,0.7816455696202531
0.20,0.2,Binary,7,0.25,2339.96,0.6139240506329114
0.20,0.2,MGL,7,0.25,2760.985,0.7215189873417721
0.20,0.2,Binary,7,0.30000000000000004,1539.0200000000002,0.5189873417721519
0.20,0.2,MGL,7,0.30000000000000004,1899.7575000000002,0.6455696202531646
0.20,0.2,Binary,7,0.3500000000000001,967.33,0.4208860759493671
0.20,0.2,MGL,7,0.3500000000000001,1257.0,0.5348101265822784
0.20,0.2,Binary,7,0.4,577.9200000000001,0.3291139240506329
0.20,0.2,MGL,7,0.4,801.7700000000001,0.41455696202531644
0.20,0.2,Binary,7,0.45000000000000007,323.54,0.22784810126582278
0.20,0.2,MGL,7,0.45000000000000007,493.76000000000005,0.3037974683544304
0.20,0.2,Binary,7,0.5000000000000001,176.05,0.16455696202531644
0.20,0.2,MGL,7,0.5000000000000001,305.76250000000005,0.22784810126582278
0.20,0.2,Binary,7,0.55,89.25000000000001,0.0981012658227848
0.20,0.2,MGL,7,0.55,184.97750000000002,0.16139240506329114
0.20,0.2,Binary,8,0.1,6122.130000000001,0.8069620253164557
0.20,0.2,MGL,8,0.1,6122.130000000001,0.8069620253164557
0.20,0.2,Binary,8,0.15000000000000002,4641.14,0.7215189873417721
0.20,0.2,MGL,8,0.15000000000000002,4641.14,0.7215189873417721
0.20,0.2,Binary,8,0.2,3358.3900000000003,0.629746835443038
0.20,0.2,MGL,8,0.2,3833.7650000000003,0.7246835443037974
0.20,0.2,Binary,8,0.25,2330.1600000000003,0.5537974683544303
0.20,0.2,MGL,8,0.25,2767.385,0.6424050632911392
0.20,0.2,Binary,8,0.30000000000000004,1547.8400000000001,0.4873417721518987
0.20,0.2,MGL,8,0.30000000000000004,1913.815,0.5854430379746836
0.20,0.2,Binary,8,0.3500000000000001,976.1500000000001,0.37658227848101267
0.20,0.2,MGL,8,0.3500000000000001,1268.3825000000002,0.4873417721518987
0.20,0.2,Binary,8,0.4,589.0500000000001,0.2911392405063291
0.20,0.2,MGL,8,0.4,816.0550000000001,0.4208860759493671
0.20,0.2,Binary,8,0.45000000000000007,333.69000000000005,0.17088607594936708
0.20,0.2,MGL,8,0.45000000000000007,502.1000000000001,0.27531645569620256
0.20,0.2,Binary,8,0.5000000000000001,178.64000000000001,0.12025316455696203
0.20,0.2,MGL,8,0.5000000000000001,302.80000000000007,0.2120253164556962
0.20,0.2,Binary,8,0.55,93.10000000000001,0.08544303797468354
0.20,0.2,MGL,8,0.55,186.08000000000004,0.14240506329113925
0.20,0.2,Binary,9,0.1,6132.14,0.8227848101265823
0.20,0.2,MGL,9,0.1,6132.14,0.8227848101265823
0.20,0.2,Binary,9,0.15000000000000002,4669.21,0.7753164556962026
0.20,0.2,MGL,9,0.15000000000000002,4669.21,0.7753164556962026
0.20,0.2,Binary,9,0.2,3387.7900000000004,0.6930379746835443
0.20,0.2,MGL,9,0.2,3856.5225,0.7531645569620253
0.20,0.2,Binary,9,0.25,2346.96,0.5822784810126582
0.20,0.2,MGL,9,0.25,2775.0850000000005,0.6645569620253164
0.20,0.2,Binary,9,0.30000000000000004,1551.13,0.4936708860759494
0.20,0.2,MGL,9,0.30000000000000004,1920.6500000000003,0.5981012658227848
0.20,0.2,Binary,9,0.3500000000000001,976.9900000000001,0.3860759493670886
0.20,0.2,MGL,9,0.3500000000000001,1277.5650000000003,0.49683544303797467
0.20,0.2,Binary,9,0.4,587.72,0.3037974683544304
0.20,0.2,MGL,9,0.4,817.4325000000001,0.41139240506329117
0.20,0.2,Binary,9,0.45000000000000007,332.50000000000006,0.19936708860759494
0.20,0.2,MGL,9,0.45000000000000007,506.51250000000005,0.31645569620253167
0.20,0.2,Binary,9,0.5000000000000001,186.41000000000003,0.13924050632911392
0.20,0.2,MGL,9,0.5000000000000001,317.05250000000007,0.25
