dd_tau,noise_sigma,strategy,seed,threshold_val,total_bytes_mbit,recall
0.15,0.02,MGL,7,0.4,17.1675,0.41139240506329117
0.15,0.02,Binary,7,0.45000000000000007,0.07,0.0031645569620253164
0.15,0.02,MGL,7,0.45000000000000007,9.557500000000001,0.27848101265822783
0.15,0.02,Binary,7,0.5000000000000001,0.0,0.0
0.15,0.02,MGL,7,0.5000000000000001,4.892500000000001,0.17721518987341772
0.15,0.02,Binary,7,0.55,0.0,0.0
0.15,0.02,MGL,7,0.55,1.6425,0.05063291139240506
0.15,0.02,Binary,8,0.1,1030.26,1.0
0.15,0.02,MGL,8,0.1,1030.26,1.0
0.15,0.02,Binary,8,0.15000000000000002,242.41000000000003,1.0
0.15,0.02,MGL,8,0.15000000000000002,601.5600000000001,1.0
0.15,0.02,Binary,8,0.2,69.58000000000001,1.0
0.15,0.02,MGL,8,0.2,272.1700000000001,1.0
0.15,0.02,Binary,8,0.25,23.450000000000003,0.8607594936708861
0.15,0.02,MGL,8,0.25,135.71,0.9683544303797469
0.15,0.02,Binary,8,0.30000000000000004,7.700000000000001,0.34810126582278483
0.15,0.02,MGL,8,0.30000000000000004,65.50250000000001,0.7879746835443038
0.15,0.02,Binary,8,0.3500000000000001,1.8900000000000001,0.08544303797468354
0.15,0.02,MGL,8,0.3500000000000001,33.237500000000004,0.5791139240506329
0.15,0.02,Binary,8,0.4,0.8400000000000001,0.0379746835443038
0.15,0.02,MGL,8,0.4,17.365000000000002,0.43670886075949367
0.15,0.02,Binary,8,0.45000000000000007,0.07,0.0031645569620253164
0.15,0.02,MGL,8,0.45000000000000007,8.767500000000002,0.2563291139240506
0.15,0.02,Binary,8,0.5000000000000001,0.0,0.0
0.15,0.02,MGL,8,0.5000000000000001,5.177500000000001,0.17721518987341772
0.15,0.02,Binary,8,0.55,0.0,0.0
0.15,0.02,MGL,8,0.55,1.9850000000000003,0.06329113924050633
0.15,0.02,Binary,9,0.1,1025.71,1.0
0.15,0.02,MGL,9,0.1,1025.71,1.0
0.15,0.02,Binary,9,0.15000000000000002,244.02,1.0
0.15,0.02,MGL,9,0.15000000000000002,596.5475,1.0
0.15,0.02,Binary,9,0.2,69.44000000000001,1.0
0.15,0.02,MGL,9,0.2,270.1925,1.0
0.15,0.02,Binary,9,0.25,23.94,0.8639240506329114
0.15,0.02,MGL,9,0.25,134.525,0.9525316455696202
0.15,0.02,Binary,9,0.30000000000000004,8.33,0.37341772151898733
0.15,0.02,MGL,9,0.30000000000000004,66.6575,0.7721518987341772
0.15,0.02,Binary,9,0.3500000000000001,2.3800000000000003,0.10759493670886076
0.15,0.02,MGL,9,0.3500000000000001,32.425,0.5664556962025317
0.15,0.02,Binary,9,0.4,0.6300000000000001,0.028481012658227847
0.15,0.02,MGL,9,0.4,16.8775,0.41455696202531644
0.15,0.02,Binary,9,0.45000000000000007,0.0,0.0
0.15,0.02,MGL,9,0.45000000000000007,8.992500000000001,0.27531645569620256
0.15,0.02,Binary,9,0.5000000000000001,0.0,0.0
0.15,0.02,MGL,9,0.5000000000000001,5.055000000000001,0.18037974683544303
0.15,0.02,Binary,9,0.55,0.0,0.0
0.15,0.02,MGL,9,0.55,1.6925000000000003,0.05379746835443038
0.15,0.05,Binary,0,0.1,2037.4900000000002,1.0
0.15,0.05,MGL,0,0.1,2037.4900000000002,1.0
