part,param,noise_sigma,strategy,seed,threshold_val,total_bytes_mbit,recall
A,rho=0.0,0.2,MGL,4,0.4,809.6175000000002,0.4620253164556962
A,rho=0.0,0.2,Binary,4,0.45000000000000007,330.54,0.2563291139240506
A,rho=0.0,0.2,MGL,4,0.45000000000000007,502.51000000000005,0.3639240506329114
A,rho=0.0,0.2,Binary,4,0.5000000000000001,175.63000000000002,0.17405063291139242
A,rho=0.0,0.2,MGL,4,0.5000000000000001,306.80250000000007,0.2974683544303797
A,rho=0.0,0.2,Binary,4,0.55,91.98,0.12658227848101267
A,rho=0.0,0.2,MGL,4,0.55,190.09500000000003,0.23417721518987342
A,rho=0.0,0.2,Binary,5,0.1,6124.860000000001,0.8069620253164557
A,rho=0.0,0.2,MGL,5,0.1,6124.860000000001,0.8069620253164557
A,rho=0.0,0.2,Binary,5,0.15000000000000002,4656.75,0.7341772151898734
A,rho=0.0,0.2,MGL,5,0.15000000000000002,4656.75,0.7341772151898734
A,rho=0.0,0.2,Binary,5,0.2,3382.1200000000003,0.629746835443038
A,rho=0.0,0.2,MGL,5,0.2,3382.1200000000003,0.629746835443038
A,rho=0.0,0.2,Binary,5,0.25,2350.32,0.5316455696202531
A,rho=0.0,0.2,MGL,5,0.25,2788.5975000000003,0.6613924050632911
A,rho=0.0,0.2,Binary,5,0.30000000000000004,1557.43,0.4525316455696203
A,rho=0.0,0.2,MGL,5,0.30000000000000004,1926.91,0.5727848101265823
A,rho=0.0,0.2,Binary,5,0.3500000000000001,980.0000000000001,0.34810126582278483
A,rho=0.0,0.2,MGL,5,0.3500000000000001,1277.415,0.49050632911392406
A,rho=0.0,0.2,Binary,5,0.4,576.1700000000001,0.2848101265822785
A,rho=0.0,0.2,MGL,5,0.4,806.2325000000001,0.3924050632911392
A,rho=0.0,0.2,Binary,5,0.45000000000000007,328.44000000000005,0.20253164556962025
A,rho=0.0,0.2,MGL,5,0.45000000000000007,501.3200000000001,0.2848101265822785
A,rho=0.0,0.2,Binary,5,0.5000000000000001,178.85000000000002,0.14556962025316456
A,rho=0.0,0.2,MGL,5,0.5000000000000001,307.9225,0.2088607594936709
A,rho=0.0,0.2,Binary,5,0.55,92.33000000000001,0.08227848101265822
A,rho=0.0,0.2,MGL,5,0.55,188.20500000000004,0.1360759493670886
A,rho=0.0,0.2,Binary,6,0.1,6101.410000000001,0.8354430379746836
A,rho=0.0,0.2,MGL,6,0.1,6101.410000000001,0.8354430379746836
A,rho=0.0,0.2,Binary,6,0.15000000000000002,4646.46,0.7658227848101266
A,rho=0.0,0.2,MGL,6,0.15000000000000002,4646.46,0.7658227848101266
A,rho=0.0,0.2,Binary,6,0.2,3380.9300000000003,0.6772151898734177
A,rho=0.0,0.2,MGL,6,0.2,3380.9300000000003,0.6772151898734177
A,rho=0.0,0.2,Binary,6,0.25,2335.0600000000004,0.5727848101265823
A,rho=0.0,0.2,MGL,6,0.25,2768.7375000000006,0.6613924050632911
A,rho=0.0,0.2,Binary,6,0.30000000000000004,1539.0200000000002,0.4936708860759494
A,rho=0.0,0.2,MGL,6,0.30000000000000004,1915.7900000000002,0.5981012658227848
A,rho=0.0,0.2,Binary,6,0.3500000000000001,973.9800000000001,0.40822784810126583
A,rho=0.0,0.2,MGL,6,0.3500000000000001,1274.5650000000003,0.509493670886076
A,rho=0.0,0.2,Binary,6,0.4,582.0500000000001,0.29430379746835444
A,rho=0.0,0.2,MGL,6,0.4,817.1100000000001,0.3829113924050633
A,rho=0.0,0.2,Binary,6,0.45000000000000007,334.95000000000005,0.2310126582278481
A,rho=0.0,0.2,MGL,6,0.45000000000000007,507.6300000000001,0.29430379746835444
A,rho=0.0,0.2,Binary,6,0.5000000000000001,182.42000000000002,0.16772151898734178
A,rho=0.0,0.2,MGL,6,0.5000000000000001,309.56,0.23417721518987342
A,rho=0.0,0.2,Binary,6,0.55,96.53000000000002,0.12341772151898735
A,rho=0.0,0.2,MGL,6,0.55,190.49500000000003,0.18354430379746836
A,rho=0.0,0.2,Binary,7,0.1,6101.830000000001,0.8481012658227848
A,rho=0.0,0.2,MGL,7,0.1,6101.830000000001,0.8481012658227848
A,rho=0.0,0.2,Binary,7,0.15000000000000002,4638.55,0.7974683544303798
A,rho=0.0,0.2,MGL,7,0.15000000000000002,4638.55,0.7974683544303798
A,rho=0.0,0.2,Binary,7,0.2,3366.7200000000003,0.6962025316455697
A,rho=0.0,0.2,MGL,7,0.2,3366.7200000000003,0.6962025316455697
A,rho=0.0,0.2,Binary,7,0.25,2339.96,0.6139240506329114
A,rho=0.0,0.2,MGL,7,0.25,2760.985,0.7215189873417721
A,rho=0.0,0.2,Binary,7,0.30000000000000004,1539.0200000000002,0.5189873417721519
A,rho=0.0,0.2,MGL,7,0.30000000000000004,1899.7575000000002,0.6455696202531646
A,rho=0.0,0.2,Binary,7,0.3500000000000001,967.33,0.4208860759493671
A,rho=0.0,0.2,MGL,7,0.3500000000000001,1257.0,0.5348101265822784
A,rho=0.0,0.2,Binary,7,0.4,577.9200000000001,0.3291139240506329
A,rho=0.0,0.2,MGL,7,0.4,801.7700000000001,0.41455696202531644
A,rho=0.0,0.2,Binary,7,0.45000000000000007,323.54,0.22784810126582278
A,rho=0.0,0.2,MGL,7,0.45000000000000007,493.76000000000005,0.3037974683544304
A,rho=0.0,0.2,Binary,7,0.5000000000000001,176.05,0.16455696202531644
A,rho=0.0,0.2,MGL,7,0.5000000000000001,305.76250000000005,0.22784810126582278
A,rho=0.0,0.2,Binary,7,0.55,89.25000000000001,0.0981012658227848
A,rho=0.0,0.2,MGL,7,0.55,184.97750000000002,0.16139240506329114
A,rho=0.0,0.2,Binary,8,0.1,6122.130000000001,0.8069620253164557
A,rho=0.0,0.2,MGL,8,0.1,6122.130000000001,0.8069620253164557
A,rho=0.0,0.2,Binary,8,0.15000000000000002,4641.14,0.7215189873417721
A,rho=0.0,0.2,MGL,8,0.15000000000000002,4641.14,0.7215189873417721
A,rho=0.0,0.2,Binary,8,0.2,3358.3900000000003,0.629746835443038
A,rho=0.0,0.2,MGL,8,0.2,3358.3900000000003,0.629746835443038
A,rho=0.0,0.2,Binary,8,0.25,2330.1600000000003,0.5537974683544303
A,rho=0.0,0.2,MGL,8,0.25,2767.385,0.6424050632911392
A,rho=0.0,0.2,Binary,8,0.30000000000000004,1547.8400000000001,0.4873417721518987
A,rho=0.0,0.2,MGL,8,0.30000000000000004,1913.815,0.5854430379746836
A,rho=0.0,0.2,Binary,8,0.3500000000000001,976.1500000000001,0.37658227848101267
A,rho=0.0,0.2,MGL,8,0.3500000000000001,1268.3825000000002,0.4873417721518987
A,rho=0.0,0.2,Binary,8,0.4,589.0500000000001,0.2911392405063291
A,rho=0.0,0.2,MGL,8,0.4,816.0550000000001,0.4208860759493671
A,rho=0.0,0.2,Binary,8,0.45000000000000007,333.69000000000005,0.17088607594936708
A,rho=0.0,0.2,MGL,8,0.45000000000000007,502.1000000000001,0.27531645569620256
A,rho=0.0,0.2,Binary,8,0.5000000000000001,178.64000000000001,0.12025316455696203
A,rho=0.0,0.2,MGL,8,0.5000000000000001,302.80000000000007,0.2120253164556962
A,rho=0.0,0.2,Binary,8,0.55,93.10000000000001,0.08544303797468354
A,rho=0.0,0.2,MGL,8,0.55,186.08000000000004,0.14240506329113925
A,rho=0.0,0.2,Binary,9,0.1,6132.14,0.8227848101265823
A,rho=0.0,0.2,MGL,9,0.1,6132.14,0.8227848101265823
A,rho=0.0,0.2,Binary,9,0.15000000000000002,4669.21,0.7753164556962026
A,rho=0.0,0.2,MGL,9,0.15000000000000002,4669.21,0.7753164556962026
A,rho=0.0,0.2,Binary,9,0.2,3387.7900000000004,0.6930379746835443
A,rho=0.0,0.2,MGL,9,0.2,3387.7900000000004,0.6930379746835443
A,rho=0.0,0.2,Binary,9,0.25,2346.96,0.5822784810126582
A,rho=0.0,0.2,MGL,9,0.25,2775.0850000000005,0.6645569620253164
A,rho=0.0,0.2,Binary,9,0.30000000000000004,1551.13,0.4936708860759494
A,rho=0.0,0.2,MGL,9,0.30000000000000004,1920.6500000000003,0.5981012658227848
A,rho=0.0,0.2,Binary,9,0.3500000000000001,976.9900000000001,0.3860759493670886
A,rho=0.0,0.2,MGL,9,0.3500000000000001,1277.5650000000003,0.49683544303797467
A,rho=0.0,0.2,Binary,9,0.4,587.72,0.3037974683544304
A,rho=0.0,0.2,MGL,9,0.4,817.4325000000001,0.41139240506329117
A,rho=0.0,0.2,Binary,9,0.45000000000000007,332.50000000000006,0.19936708860759494
A,rho=0.0,0.2,MGL,9,0.45000000000000007,506.51250000000005,0.31645569620253167
A,rho=0.0,0.2,Binary,9,0.5000000000000001,186.41000000000003,0.13924050632911392
A,rho=0.0,0.2,MGL,9,0.5000000000000001,317.05250000000007,0.25
A,rho=0.0,0.2,Binary,9,0.55,95.06,0.0949367088607595
A,rho=0.0,0.2,MGL,9,0.55,190.88500000000002,0.1930379746835443
A,rho=0.0,0.3,Binary,0,0.1,6871.97,0.7310126582278481
A,rho=0.0,0.3,MGL,0,0.1,6871.97,0.7310126582278481
A,rho=0.0,0.3,Binary,0,0.15000000000000002,5813.85,0.6518987341772152
A,rho=0.0,0.3,MGL,0,0.15000000000000002,5813.85,0.6518987341772152
A,rho=0.0,0.3,Binary,0,0.2,4828.530000000001,0.6044303797468354
A,rho=0.0,0.3,MGL,0,0.2,4828.530000000001,0.6044303797468354
A,rho=0.0,0.3,Binary,0,0.25,3923.57,0.5316455696202531
A,rho=0.0,0.3,MGL,0,0.25,4365.515,0.6107594936708861
A,rho=0.0,0.3,Binary,0,0.30000000000000004,3117.8700000000003,0.4525316455696203
A,rho=0.0,0.3,MGL,0,0.30000000000000004,3547.425,0.5189873417721519
A,rho=0.0,0.3,Binary,0,0.3500000000000001,2432.5000000000005,0.4050632911392405
A,rho=0.0,0.3,MGL,0,0.3500000000000001,2832.4300000000003,0.4588607594936709
A,rho=0.0,0.3,Binary,0,0.4,1847.8600000000001,0.31962025316455694
A,rho=0.0,0.3,MGL,0,0.4,2209.2525,0.370253164556962
A,rho=0.0,0.3,Binary,0,0.45000000000000007,1381.94,0.2689873417721519
A,rho=0.0,0.3,MGL,0,0.45000000000000007,1701.3100000000002,0.31962025316455694
A,rho=0.0,0.3,Binary,0,0.5000000000000001,1004.3600000000001,0.21518987341772153
A,rho=0.0,0.3,MGL,0,0.5000000000000001,1278.7875000000001,0.2689873417721519
A,rho=0.0,0.3,Binary,0,0.55,713.6500000000001,0.17405063291139242
A,rho=0.0,0.3,MGL,0,0.55,941.2250000000001,0.20569620253164558
A,rho=0.0,0.3,Binary,1,0.1,6834.800000000001,0.7689873417721519
A,rho=0.0,0.3,MGL,1,0.1,6834.800000000001,0.7689873417721519
A,rho=0.0,0.3,Binary,1,0.15000000000000002,5778.780000000001,0.6930379746835443
A,rho=0.0,0.3,MGL,1,0.15000000000000002,5778.780000000001,0.6930379746835443
A,rho=0.0,0.3,Binary,1,0.2,4779.67,0.6170886075949367
A,rho=0.0,0.3,MGL,1,0.2,4779.67,0.6170886075949367
A,rho=0.0,0.3,Binary,1,0.25,3885.3500000000004,0.5664556962025317
A,rho=0.0,0.3,MGL,1,0.25,4316.5025000000005,0.6582278481012658
A,rho=0.0,0.3,Binary,1,0.30000000000000004,3088.4,0.4936708860759494
A,rho=0.0,0.3,MGL,1,0.30000000000000004,3507.045,0.5727848101265823
A,rho=0.0,0.3,Binary,1,0.3500000000000001,2404.5000000000005,0.4050632911392405
A,rho=0.0,0.3,MGL,1,0.3500000000000001,2799.5300000000007,0.49683544303797467
A,rho=0.0,0.3,Binary,1,0.4,1830.7800000000002,0.34810126582278483
A,rho=0.0,0.3,MGL,1,0.4,2184.5275,0.439873417721519
A,rho=0.0,0.3,Binary,1,0.45000000000000007,1365.8400000000001,0.2974683544303797
A,rho=0.0,0.3,MGL,1,0.45000000000000007,1673.6300000000003,0.379746835443038
A,rho=0.0,0.3,Binary,1,0.5000000000000001,996.8700000000001,0.2468354430379747
A,rho=0.0,0.3,MGL,1,0.5000000000000001,1259.5600000000002,0.3259493670886076
A,rho=0.0,0.3,Binary,1,0.55,706.23,0.20253164556962025
A,rho=0.0,0.3,MGL,1,0.55,930.2725,0.2721518987341772
A,rho=0.0,0.3,Binary,2,0.1,6852.580000000001,0.7088607594936709
A,rho=0.0,0.3,MGL,2,0.1,6852.580000000001,0.7088607594936709
A,rho=0.0,0.3,Binary,2,0.15000000000000002,5786.55,0.6613924050632911
A,rho=0.0,0.3,MGL,2,0.15000000000000002,5786.55,0.6613924050632911
A,rho=0.0,0.3,Binary,2,0.2,4796.26,0.5917721518987342
A,rho=0.0,0.3,MGL,2,0.2,4796.26,0.5917721518987342
A,rho=0.0,0.3,Binary,2,0.25,3892.0000000000005,0.5
A,rho=0.0,0.3,MGL,2,0.25,4320.3975,0.5822784810126582
A,rho=0.0,0.3,Binary,2,0.30000000000000004,3097.2900000000004,0.45569620253164556
A,rho=0.0,0.3,MGL,2,0.30000000000000004,3509.3850000000007,0.5284810126582279
A,rho=0.0,0.3,Binary,2,0.3500000000000001,2423.19,0.3860759493670886
A,rho=0.0,0.3,MGL,2,0.3500000000000001,2801.2850000000003,0.4588607594936709
A,rho=0.0,0.3,Binary,2,0.4,1840.8600000000001,0.33544303797468356
A,rho=0.0,0.3,MGL,2,0.4,2186.51,0.379746835443038
A,rho=0.0,0.3,Binary,2,0.45000000000000007,1363.5300000000002,0.27531645569620256
A,rho=0.0,0.3,MGL,2,0.45000000000000007,1674.2400000000002,0.31962025316455694
A,rho=0.0,0.3,Binary,2,0.5000000000000001,997.4300000000001,0.22151898734177214
A,rho=0.0,0.3,MGL,2,0.5000000000000001,1263.6275,0.2626582278481013
A,rho=0.0,0.3,Binary,2,0.55,704.97,0.17088607594936708
A,rho=0.0,0.3,MGL,2,0.55,931.6300000000001,0.21835443037974683
A,rho=0.0,0.3,Binary,3,0.1,6846.210000000001,0.759493670886076
A,rho=0.0,0.3,MGL,3,0.1,6846.210000000001,0.759493670886076
A,rho=0.0,0.3,Binary,3,0.15000000000000002,5802.4400000000005,0.680379746835443
A,rho=0.0,0.3,MGL,3,0.15000000000000002,5802.4400000000005,0.680379746835443
A,rho=0.0,0.3,Binary,3,0.2,4798.780000000001,0.620253164556962
A,rho=0.0,0.3,MGL,3,0.2,4798.780000000001,0.620253164556962
A,rho=0.0,0.3,Binary,3,0.25,3907.05,0.560126582278481
A,rho=0.0,0.3,MGL,3,0.25,4331.4575,0.6044303797468354
A,rho=0.0,0.3,Binary,3,0.30000000000000004,3125.2900000000004,0.47151898734177217
A,rho=0.0,0.3,MGL,3,0.30000000000000004,3538.142500000001,0.5348101265822784
A,rho=0.0,0.3,Binary,3,0.3500000000000001,2434.6000000000004,0.4050632911392405
A,rho=0.0,0.3,MGL,3,0.3500000000000001,2819.8975,0.47468354430379744
A,rho=0.0,0.3,Binary,3,0.4,1857.38,0.370253164556962
A,rho=0.0,0.3,MGL,3,0.4,2204.9100000000003,0.4177215189873418
A,rho=0.0,0.3,Binary,3,0.45000000000000007,1387.3300000000002,0.31645569620253167
A,rho=0.0,0.3,MGL,3,0.45000000000000007,1693.9425000000003,0.36075949367088606
A,rho=0.0,0.3,Binary,3,0.5000000000000001,1009.19,0.25949367088607594
A,rho=0.0,0.3,MGL,3,0.5000000000000001,1273.4750000000001,0.2974683544303797
A,rho=0.0,0.3,Binary,3,0.55,715.19,0.22151898734177214
A,rho=0.0,0.3,MGL,3,0.55,945.1825000000001,0.2563291139240506
A,rho=0.0,0.3,Binary,4,0.1,6870.01,0.7531645569620253
A,rho=0.0,0.3,MGL,4,0.1,6870.01,0.7531645569620253
A,rho=0.0,0.3,Binary,4,0.15000000000000002,5814.76,0.6993670886075949
A,rho=0.0,0.3,MGL,4,0.15000000000000002,5814.76,0.6993670886075949
A,rho=0.0,0.3,Binary,4,0.2,4820.200000000001,0.629746835443038
A,rho=0.0,0.3,MGL,4,0.2,4820.200000000001,0.629746835443038
A,rho=0.0,0.3,Binary,4,0.25,3924.6900000000005,0.5759493670886076
A,rho=0.0,0.3,MGL,4,0.25,4359.787500000001,0.629746835443038
A,rho=0.0,0.3,Binary,4,0.30000000000000004,3121.5800000000004,0.5158227848101266
A,rho=0.0,0.3,MGL,4,0.30000000000000004,3548.3050000000003,0.5854430379746836
A,rho=0.0,0.3,Binary,4,0.3500000000000001,2442.86,0.4430379746835443
A,rho=0.0,0.3,MGL,4,0.3500000000000001,2848.2925000000005,0.5253164556962026
A,rho=0.0,0.3,Binary,4,0.4,1866.5500000000002,0.3924050632911392
A,rho=0.0,0.3,MGL,4,0.4,2228.2375,0.47468354430379744
A,rho=0.0,0.3,Binary,4,0.45000000000000007,1384.5300000000002,0.3449367088607595
A,rho=0.0,0.3,MGL,4,0.45000000000000007,1708.6175000000003,0.43037974683544306
A,rho=0.0,0.3,Binary,4,0.5000000000000001,1011.57,0.2879746835443038
A,rho=0.0,0.3,MGL,4,0.5000000000000001,1285.99,0.3670886075949367
A,rho=0.0,0.3,Binary,4,0.55,724.08,0.23734177215189872
A,rho=0.0,0.3,MGL,4,0.55,955.1675000000001,0.31645569620253167
A,rho=0.0,0.3,Binary,5,0.1,6859.300000000001,0.7088607594936709
A,rho=0.0,0.3,MGL,5,0.1,6859.300000000001,0.7088607594936709
A,rho=0.0,0.3,Binary,5,0.15000000000000002,5804.750000000001,0.6329113924050633
A,rho=0.0,0.3,MGL,5,0.15000000000000002,5804.750000000001,0.6329113924050633
A,rho=0.0,0.3,Binary,5,0.2,4829.02,0.569620253164557
A,rho=0.0,0.3,MGL,5,0.2,4829.02,0.569620253164557
A,rho=0.0,0.3,Binary,5,0.25,3920.28,0.5126582278481012
A,rho=0.0,0.3,MGL,5,0.25,4361.7725,0.5791139240506329
A,rho=0.0,0.3,Binary,5,0.30000000000000004,3127.2500000000005,0.4462025316455696
A,rho=0.0,0.3,MGL,5,0.30000000000000004,3552.3650000000007,0.5189873417721519
A,rho=0.0,0.3,Binary,5,0.3500000000000001,2440.34,0.370253164556962
A,rho=0.0,0.3,MGL,5,0.3500000000000001,2837.5175,0.4525316455696203
A,rho=0.0,0.3,Binary,5,0.4,1869.14,0.33544303797468356
A,rho=0.0,0.3,MGL,5,0.4,2227.6200000000003,0.40189873417721517
A,rho=0.0,0.3,Binary,5,0.45000000000000007,1398.46,0.2879746835443038
A,rho=0.0,0.3,MGL,5,0.45000000000000007,1714.6525000000001,0.3575949367088608
A,rho=0.0,0.3,Binary,5,0.5000000000000001,1016.5400000000001,0.23417721518987342
A,rho=0.0,0.3,MGL,5,0.5000000000000001,1285.795,0.30063291139240506
A,rho=0.0,0.3,Binary,5,0.55,717.6400000000001,0.18354430379746836
A,rho=0.0,0.3,MGL,5,0.55,945.4550000000002,0.23734177215189872
A,rho=0.0,0.3,Binary,6,0.1,6843.4800000000005,0.7341772151898734
A,rho=0.0,0.3,MGL,6,0.1,6843.4800000000005,0.7341772151898734
A,rho=0.0,0.3,Binary,6,0.15000000000000002,5787.18,0.6962025316455697
A,rho=0.0,0.3,MGL,6,0.15000000000000002,5787.18,0.6962025316455697
A,rho=0.0,0.3,Binary,6,0.2,4815.370000000001,0.6139240506329114
A,rho=0.0,0.3,MGL,6,0.2,4815.370000000001,0.6139240506329114
A,rho=0.0,0.3,Binary,6,0.25,3918.3900000000003,0.5569620253164557
A,rho=0.0,0.3,MGL,6,0.25,4349.135,0.6075949367088608
A,rho=0.0,0.3,Binary,6,0.30000000000000004,3118.6400000000003,0.49683544303797467
A,rho=0.0,0.3,MGL,6,0.30000000000000004,3541.6150000000002,0.5664556962025317
A,rho=0.0,0.3,Binary,6,0.3500000000000001,2426.9,0.44936708860759494
A,rho=0.0,0.3,MGL,6,0.3500000000000001,2823.4325000000003,0.5126582278481012
A,rho=0.0,0.3,Binary,6,0.4,1850.1000000000001,0.3829113924050633
A,rho=0.0,0.3,MGL,6,0.4,2214.5125000000003,0.439873417721519
A,rho=0.0,0.3,Binary,6,0.45000000000000007,1378.8600000000001,0.31329113924050633
A,rho=0.0,0.3,MGL,6,0.45000000000000007,1705.0500000000002,0.37658227848101267
A,rho=0.0,0.3,Binary,6,0.5000000000000001,1008.2800000000001,0.2563291139240506
A,rho=0.0,0.3,MGL,6,0.5000000000000001,1282.6625000000001,0.3069620253164557
A,rho=0.0,0.3,Binary,6,0.55,717.08,0.2088607594936709
A,rho=0.0,0.3,MGL,6,0.55,952.9450000000002,0.25
A,rho=0.0,0.3,Binary,7,0.1,6851.880000000001,0.7753164556962026
A,rho=0.0,0.3,MGL,7,0.1,6851.880000000001,0.7753164556962026
A,rho=0.0,0.3,Binary,7,0.15000000000000002,5788.4400000000005,0.7120253164556962
A,rho=0.0,0.3,MGL,7,0.15000000000000002,5788.4400000000005,0.7120253164556962
A,rho=0.0,0.3,Binary,7,0.2,4806.06,0.6582278481012658
A,rho=0.0,0.3,MGL,7,0.2,4806.06,0.6582278481012658
A,rho=0.0,0.3,Binary,7,0.25,3910.1300000000006,0.6012658227848101
A,rho=0.0,0.3,MGL,7,0.25,4338.56,0.6645569620253164
A,rho=0.0,0.3,Binary,7,0.30000000000000004,3122.28,0.5158227848101266
A,rho=0.0,0.3,MGL,7,0.30000000000000004,3535.16,0.5981012658227848
A,rho=0.0,0.3,Binary,7,0.3500000000000001,2432.2900000000004,0.44936708860759494
A,rho=0.0,0.3,MGL,7,0.3500000000000001,2818.0375000000004,0.5221518987341772
A,rho=0.0,0.3,Binary,7,0.4,1857.8000000000002,0.3829113924050633
A,rho=0.0,0.3,MGL,7,0.4,2211.2450000000003,0.45569620253164556
A,rho=0.0,0.3,Binary,7,0.45000000000000007,1379.3500000000001,0.34177215189873417
A,rho=0.0,0.3,MGL,7,0.45000000000000007,1689.4050000000002,0.39556962025316456
A,rho=0.0,0.3,Binary,7,0.5000000000000001,999.6000000000001,0.25949367088607594
A,rho=0.0,0.3,MGL,7,0.5000000000000001,1265.5275000000001,0.3037974683544304
A,rho=0.0,0.3,Binary,7,0.55,714.4900000000001,0.20569620253164558
A,rho=0.0,0.3,MGL,7,0.55,940.0175000000002,0.2468354430379747
A,rho=0.0,0.3,Binary,8,0.1,6859.93,0.6993670886075949
A,rho=0.0,0.3,MGL,8,0.1,6859.93,0.6993670886075949
A,rho=0.0,0.3,Binary,8,0.15000000000000002,5806.290000000001,0.6360759493670886
A,rho=0.0,0.3,MGL,8,0.15000000000000002,5806.290000000001,0.6360759493670886
A,rho=0.0,0.3,Binary,8,0.2,4810.120000000001,0.5886075949367089
A,rho=0.0,0.3,MGL,8,0.2,4810.120000000001,0.5886075949367089
A,rho=0.0,0.3,Binary,8,0.25,3905.7200000000003,0.5379746835443038
A,rho=0.0,0.3,MGL,8,0.25,4338.030000000001,0.5854430379746836
A,rho=0.0,0.3,Binary,8,0.30000000000000004,3104.6400000000003,0.4873417721518987
A,rho=0.0,0.3,MGL,8,0.30000000000000004,3528.3775000000005,0.5411392405063291
A,rho=0.0,0.3,Binary,8,0.3500000000000001,2423.1200000000003,0.43670886075949367
A,rho=0.0,0.3,MGL,8,0.3500000000000001,2818.385,0.4873417721518987
A,rho=0.0,0.3,Binary,8,0.4,1851.5000000000002,0.36075949367088606
A,rho=0.0,0.3,MGL,8,0.4,2211.8250000000003,0.4272151898734177
A,rho=0.0,0.3,Binary,8,0.45000000000000007,1382.8500000000001,0.2879746835443038
A,rho=0.0,0.3,MGL,8,0.45000000000000007,1694.5200000000002,0.370253164556962
A,rho=0.0,0.3,Binary,8,0.5000000000000001,1009.9600000000002,0.21518987341772153
A,rho=0.0,0.3,MGL,8,0.5000000000000001,1280.1900000000003,0.30063291139240506
A,rho=0.0,0.3,Binary,8,0.55,722.0500000000001,0.14873417721518986
A,rho=0.0,0.3,MGL,8,0.55,950.5875000000001,0.22784810126582278
A,rho=0.0,0.3,Binary,9,0.1,6853.490000000001,0.75
A,rho=0.0,0.3,MGL,9,0.1,6853.490000000001,0.75
A,rho=0.0,0.3,Binary,9,0.15000000000000002,5816.860000000001,0.6772151898734177
A,rho=0.0,0.3,MGL,9,0.15000000000000002,5816.860000000001,0.6772151898734177
A,rho=0.0,0.3,Binary,9,0.2,4834.4800000000005,0.6329113924050633
A,rho=0.0,0.3,MGL,9,0.2,4834.4800000000005,0.6329113924050633
A,rho=0.0,0.3,Binary,9,0.25,3934.8400000000006,0.560126582278481
A,rho=0.0,0.3,MGL,9,0.25,4362.395,0.6170886075949367
A,rho=0.0,0.3,Binary,9,0.30000000000000004,3131.9400000000005,0.49683544303797467
A,rho=0.0,0.3,MGL,9,0.30000000000000004,3546.0500000000006,0.5537974683544303
A,rho=0.0,0.3,Binary,9,0.3500000000000001,2446.57,0.40822784810126583
A,rho=0.0,0.3,MGL,9,0.3500000000000001,2839.4900000000002,0.49050632911392406
A,rho=0.0,0.3,Binary,9,0.4,1867.2500000000002,0.35443037974683544
A,rho=0.0,0.3,MGL,9,0.4,2226.6925,0.43670886075949367
A,rho=0.0,0.3,Binary,9,0.45000000000000007,1390.8300000000002,0.2974683544303797
A,rho=0.0,0.3,MGL,9,0.45000000000000007,1708.89,0.37341772151898733
A,rho=0.0,0.3,Binary,9,0.5000000000000001,1011.0100000000001,0.23734177215189872
A,rho=0.0,0.3,MGL,9,0.5000000000000001,1287.2825000000003,0.3227848101265823
A,rho=0.0,0.3,Binary,9,0.55,724.85,0.18037974683544303
A,rho=0.0,0.3,MGL,9,0.55,955.9000000000001,0.2563291139240506
A,rho=0.3,0.02,Binary,0,0.1,1027.46,1.0
A,rho=0.3,0.02,MGL,0,0.1,1027.46,1.0
A,rho=0.3,0.02,Binary,0,0.15000000000000002,244.86,1.0
A,rho=0.3,0.02,MGL,0,0.15000000000000002,244.86,1.0
A,rho=0.3,0.02,Binary,0,0.2,71.26,1.0
A,rho=0.3,0.02,MGL,0,0.2,71.26,1.0
A,rho=0.3,0.02,Binary,0,0.25,24.500000000000004,0.8322784810126582
A,rho=0.3,0.02,MGL,0,0.25,136.85500000000002,0.9493670886075949
A,rho=0.3,0.02,Binary,0,0.30000000000000004,7.98,0.3575949367088608
A,rho=0.3,0.02,MGL,0,0.30000000000000004,69.36000000000001,0.7721518987341772
A,rho=0.3,0.02,Binary,0,0.3500000000000001,2.5200000000000005,0.11392405063291139
A,rho=0.3,0.02,MGL,0,0.3500000000000001,35.227500000000006,0.6234177215189873
A,rho=0.3,0.02,Binary,0,0.4,0.77,0.03481012658227848
A,rho=0.3,0.02,MGL,0,0.4,17.637500000000003,0.4240506329113924
A,rho=0.3,0.02,Binary,0,0.45000000000000007,0.14,0.006329113924050633
A,rho=0.3,0.02,MGL,0,0.45000000000000007,9.4275,0.2721518987341772
A,rho=0.3,0.02,Binary,0,0.5000000000000001,0.0,0.0
A,rho=0.3,0.02,MGL,0,0.5000000000000001,4.9350000000000005,0.15822784810126583
A,rho=0.3,0.02,Binary,0,0.55,0.0,0.0
A,rho=0.3,0.02,MGL,0,0.55,1.7425000000000004,0.056962025316455694
A,rho=0.3,0.02,Binary,1,0.1,1018.4300000000001,1.0
A,rho=0.3,0.02,MGL,1,0.1,1018.4300000000001,1.0
A,rho=0.3,0.02,Binary,1,0.15000000000000002,242.76000000000002,1.0
A,rho=0.3,0.02,MGL,1,0.15000000000000002,242.76000000000002,1.0
A,rho=0.3,0.02,Binary,1,0.2,69.65,1.0
A,rho=0.3,0.02,MGL,1,0.2,69.65,1.0
A,rho=0.3,0.02,Binary,1,0.25,22.89,0.8639240506329114
A,rho=0.3,0.02,MGL,1,0.25,137.8425,0.9430379746835443
A,rho=0.3,0.02,Binary,1,0.30000000000000004,7.490000000000001,0.33860759493670883
A,rho=0.3,0.02,MGL,1,0.30000000000000004,70.3525,0.810126582278481
