noise_sigma,n_persist,strategy,seed,threshold_id,threshold_val,total_bytes_mbit,recall
0.02,2,MGL,2,3,0.25,134.245,0.9651898734177216
0.02,3,MGL,2,3,0.25,100.715,0.9208860759493671
0.02,5,MGL,2,3,0.25,67.325,0.879746835443038
0.02,0,Binary,2,4,0.30000000000000004,7.840000000000001,0.35443037974683544
0.02,2,MGL,2,4,0.30000000000000004,66.78000000000002,0.7721518987341772
0.02,3,MGL,2,4,0.30000000000000004,48.30000000000001,0.6708860759493671
0.02,5,MGL,2,4,0.30000000000000004,29.120000000000005,0.5031645569620253
0.02,0,Binary,2,5,0.3500000000000001,2.24,0.10126582278481013
0.02,2,MGL,2,5,0.3500000000000001,33.13250000000001,0.5886075949367089
0.02,3,MGL,2,5,0.3500000000000001,22.702500000000004,0.43354430379746833
0.02,5,MGL,2,5,0.3500000000000001,13.322500000000002,0.23734177215189872
0.02,0,Binary,2,6,0.4,0.7000000000000001,0.03164556962025317
0.02,2,MGL,2,6,0.4,15.902500000000002,0.3924050632911392
0.02,3,MGL,2,6,0.4,11.2125,0.28164556962025317
0.02,5,MGL,2,6,0.4,6.802500000000001,0.14556962025316456
0.02,0,Binary,2,7,0.45000000000000007,0.07,0.0031645569620253164
0.02,2,MGL,2,7,0.45000000000000007,8.477500000000001,0.2626582278481013
0.02,3,MGL,2,7,0.45000000000000007,6.0975,0.18670886075949367
0.02,5,MGL,2,7,0.45000000000000007,3.5075000000000003,0.08227848101265822
0.02,0,Binary,2,8,0.5000000000000001,0.0,0.0
0.02,2,MGL,2,8,0.5000000000000001,4.142500000000001,0.13924050632911392
0.02,3,MGL,2,8,0.5000000000000001,2.7425,0.07911392405063292
0.02,5,MGL,2,8,0.5000000000000001,1.5525000000000002,0.03164556962025317
0.02,0,Binary,2,9,0.55,0.0,0.0
0.02,2,MGL,2,9,0.55,1.4525000000000001,0.04430379746835443
0.02,3,MGL,2,9,0.55,0.8925000000000001,0.0189873417721519
